test_id,guid,test_date,received_date,desktop_device_id,platform,client_ip_address,download_kbps,upload_kbps,latency,server_name,server_country,server_country_code,server_latitude,server_longitude,server_sponsor_name,isp_name,is_isp,connection_type,location_type,client_country,client_country_code,client_region_name,client_region_code,client_city,client_latitude,client_longitude,miles_between,gmaps_formatted_address,gmaps_name,gmaps_type,gmaps_country,gmaps_country_code,gmaps_region,gmaps_subregion,gmaps_subsubregion,postal_code,client_ipv6_address,km_between
126553718,"316C6BD3C6BB48C780D894AB59DA602C","2019-08-31 23:59:25","2019-09-01 00:00:00","8426544","5","97.104.xxx.xxx",116465,17828,13,"The Villages, FL","United States","US",28.9270,-82.0038,"The Villages","Spectrum","1","22","1","United States","US","Florida","FL","Palm Coast",29.585,-81.207,66.1737,"Palm Coast, FL, USA","Palm Coast","locality","United States","US","Florida","Flagler County","","32164","",106.378
126553719,"61F0B02B99C54455BF4D9140E36AC5FD","2019-08-31 23:59:27","2019-09-01 00:00:00","7914026","5","109.96.xxx.xxx",62469,87459,49,"Timisoara","Romania","RO",45.7597,21.2300,"ITPS","Telekom Romania","1","2","2","Romania","RO","Timiș County","TM","Timișoara",45.839,21.102,8.29194,"Timișoara, Romania","Timișoara","locality","Romania","RO","Timiș County","Timisoara","","","",13.3297
126553720,"941357A295E346E8B3D8AE6D5138301C","2019-09-01 00:01:21","2019-09-01 00:00:00","8320302","5","5.54.xxx.xxx",45439,5962,15,"Athens","Greece","GR",37.9778,23.7278,"Vodafone - Panafon S.A.","Vodafone Greece Broadband","1","22","1","Greece","GR","Attica","I","Glyfada",37.866,23.750,7.77965,"Glyfada, Greece","Glyfada","locality","Greece","GR","Attica","Attica","Notios Tomeas Athinon, Glyfada, Glifada","166 74","",12.5062
126553721,"CF78C3D38AAC4FBFA46EB5713B26D02D","2019-08-31 23:59:31","2019-09-01 00:00:00","7770054","5","31.18.xxx.xxx",950401,48065,25,"Szczecin","Poland","PL",53.4333,14.5333,"Akademickie Centrum Informatyki","Vodafone Kabel Deutschland","1","22","2","Germany","DE","Mecklenburg-Vorpommern","MV","Sassnitz",54.516,13.650,83.1076,"Sassnitz, Germany","Sassnitz","locality","Germany","DE","Mecklenburg-Vorpommern","Rügen","","18546","",133.6
126553722,"1E099C08B346475C87D20B90A7D55E10","2019-08-31 23:59:22","2019-09-01 00:00:01","7049127","5","119.93.xxx.xxx",4601,5277,9,"Manila","Philippines","PH",14.5800,121.0000,"Smart Communications Inc.","Philippine Long Distance Telephone","1","2","1","Philippines","PH","Metro Manila","00","Manila",14.600,120.966,2.62363,"Manila, Metro Manila, Philippines","Manila","locality","Philippines","PH","Metro Manila","","","1008","",4.21763
126553723,"B8EA9F28F0464C3EA6C432785C7BC949","2019-08-31 23:59:13","2019-09-01 00:00:01","2213650","5","109.173.xxx.xxx",26620,16441,3,"Poznan","Poland","PL",52.2400,16.9167,"Orange Polska S.A.","INEA S.A.","1","2","2","Poland","PL","Greater Poland Voivodeship","WP","Lubon",52.347,16.892,7.47044,"62, Poland","Luboń","locality","Poland","PL","Greater Poland Voivodeship","poznański","Luboń","62","",12.0091
126553724,"81E4D84DD4A1478484EA32BCD47CD26D","2019-09-01 00:01:04","2019-09-01 00:00:02","2005575","5","62.141.xxx.xxx",31927,2015,19,"Świdnica","Poland","PL",50.8500,16.4833,"Limonka.pl","Multimedia Polska S.A.","1","22","2","Poland","PL","Lower Silesian Voivodeship","DS","Swidnica",50.841,16.479,0.602506,"58, Poland","Swidnica","locality","Poland","PL","Lower Silesian Voivodeship","Świdnica County","Świdnica","58","",0.96856
126553725,"85F8F9A938AE4099B0F122940C471E4B","2019-08-31 23:59:29","2019-09-01 00:00:02","7781046","5","102.164.xxx.xxx",3875,1015,14,"Mokopane","South Africa","ZA",-24.1809,29.0139,"Satellite Software","Capricom Networks","1","22","2","South Africa","ZA","Limpopo","LP","Polokwane",-23.716,29.316,37.3815,"Polokwane, South Africa","Polokwane","locality","South Africa","ZA","Limpopo","Central","Polokwane Local Municipality","0742","",60.0928
126553726,"E7ECC402D9CF45A1A18FF6631CB2C66D","2019-08-31 23:59:29","2019-09-01 00:00:02","7815537","5","183.171.xxx.xxx",10195,7076,34,"Petaling Jaya","Malaysia","MY",3.0833,101.6500,"Celcom Axiata","Celcom Axiata Berhad","1","22","2","Malaysia","MY","Selangor","10","Petaling Jaya",3.083,101.650,0,"Petaling Jaya, Selangor, Malaysia","Petaling Jaya","locality","Malaysia","MY","Selangor","Petaling","","47300","",0
126553727,"6E1E2F9EEEAE4713B60955B20289AE58","2019-08-31 23:59:27","2019-09-01 00:00:03","736348","5","202.107.xxx.xxx",34134,57830,7,"Hangzhou","China","CN",30.2500,120.1667,"China Telecom ZheJiang Branch","China Telecom Zhejiang","1","22","1","China","CN","Zhejiang","ZJ","Jinhua",29.107,119.654,84.7862,"Jinhua, Zhejiang, China","Jinhua","locality","China","CN","Zhejiang","","","","",136.298
126553728,"B5B54A9B04C343949A9B3B7CBEB7B3DD","2019-09-01 00:00:03","2019-09-01 00:00:03","1144182","4","121.91.xxx.xxx",13956,7064,135,"Sydney","Australia","AU",-33.8600,151.2111,"2degrees","iseek Communications Pty","1","2","1","Australia","AU","New South Wales","NSW","Foxground",-34.716,150.766,64.4714,"Foxground NSW, Australia","Foxground","locality","Australia","AU","New South Wales","The Council of the Municipality of Kiama","","2534","",103.641
126553729,"CA3BE24E9E364EF7904ABB83547B7976","2019-08-31 23:59:30","2019-09-01 00:00:03","7713034","5","101.102.xxx.xxx",10417,9135,41,"Tokyo","Japan","JP",35.6833,139.6833,"i3D.net","Softbank BB","1","2","1","Japan","JP","Hyogo Prefecture","28","Himeji",34.816,134.700,287.77,"Himeji, Hyogo Prefecture, Japan","Himeji","locality","Japan","JP","Hyogo Prefecture","","","671-1146","",462.605
126553730,"9B678D1BCE9543E890D63ADB0718A4F6","2019-08-31 23:59:33","2019-09-01 00:00:08","1029399","5","188.162.xxx.xxx",19214,11072,27,"Saratov","RU","RU",51.5333,46.0167,"TTK","Yota","1","22","2","Russia","RU","Saratov Oblast","SAR","Saratov",51.566,46.033,2.41818,"Saratov, Saratov Oblast, Russia","Saratov","locality","Russia","RU","Saratov Oblast","gorod Saratov","","410019","",3.88734
126553731,"BDC382D26F4746B1AD3CA753D742EAC2","2019-09-01 00:00:08","2019-09-01 00:00:08","7949884","4","103.5.xxx.xxx",92800,137033,3,"Bangalore","India","IN",12.9833,77.5833,"BBNL","Bangalore Broadband Network Pvt","1","2","1","India","IN","Karnataka","KA","Bengaluru",12.983,77.583,0.00692667,"Bengaluru, Karnataka 560001, India","Bengaluru","locality","India","IN","Karnataka","Bangalore Urban","","560010","",0.011135
126553732,"E32E981B878744C5BA8B0844CF097BBE","2019-08-31 23:59:29","2019-09-01 00:00:08","6819803","5","112.199.xxx.xxx",491970,501222,3,"Singapore","Republic of Singapore","SG",1.3000,103.8000,"PT Mora Telematika Indonesia","M1","1","22","2","Singapore","SG","UNKNOWN","??","Singapore",1.293,103.855,3.88769,"Singapore, Singapore","Singapore","locality","Singapore","SG","","","","","",6.24967
126553733,"33CF4515986E49759745AE4C6A89DBE4","2019-08-31 23:59:41","2019-09-01 00:00:09","8254523","5","171.98.xxx.xxx",108354,72091,10,"Bangkok","Thailand","TH",13.7500,100.4833,"Siamdata Communication Co.,Ltd","True Internet","1","22","2","Thailand","TH","Bangkok","10","Bangkok",13.750,100.516,2.24418,"Bangkok, Thailand","Bangkok","locality","Thailand","TH","","","","10600","",3.60764
126553734,"B729C4A3F38942C58C64A836E82328FC","2019-08-31 23:59:36","2019-09-01 00:00:10","8426545","5","91.167.xxx.xxx",543893,253757,3,"Paris","France","FR",48.8742,2.3470,"Naitways","Free SAS","1","2","2","France","FR","Île-de-France","IDF","Paris",48.866,2.333,0.810939,"Paris, France","Paris","locality","France","FR","Île-de-France","Paris","","75004","",1.30363
126553735,"FF56C3C10DC942F8B953A79FD09C8F48","2019-09-01 00:00:10","2019-09-01 00:00:10","2763270","4","208.180.xxx.xxx",47089,38382,2,"Lubbock, TX","United States","US",33.5664,-101.8867,"Suddenlink Communications LLC","Suddenlink Communications","1","2","1","United States","US","Texas","TX","Lubbock",33.614,-101.957,5.24213,"Lubbock, TX, USA","Lubbock","locality","United States","US","Texas","Lubbock County","","79415","",8.427
126553736,"BEA87B3C4A4B4038BDFC4D639CE622BA","2019-08-31 23:59:37","2019-09-01 00:00:10","4074006","5","80.110.xxx.xxx",24233,40401,13,"Vienna","Austria","AT",48.2088,16.3726,"NEXT LAYER GmbH","T-Mobile Austria GmbH","1","2","2","Austria","AT","Vienna","9","Vienna",48.233,16.290,4.17676,"Vienna, Austria","Vienna","locality","Austria","AT","Vienna","","","1020","",6.71436
126553737,"986BCCE5FE664D458DF8503ACDF91201","2019-08-31 23:59:32","2019-09-01 00:00:10","5109090","5","87.8.xxx.xxx",190131,7095,9,"Genoa","Italy","IT",44.4056,8.9463,"Telecom Italia S.p.A.","Telecom Italia Mobile","1","22","1","Italy","IT","Liguria","42","Genoa",44.416,8.950,0.789054,"Genoa, Italy","Genoa","locality","Italy","IT","Liguria","Metropolitan City of Genoa","Genoa","16154","",1.26845
126553738,"873862EECD0644A7AD0BE6AAA1F1FF26","2019-08-31 23:59:37","2019-09-01 00:00:11","8416331","5","103.80.xxx.xxx",12250,12192,1,"Yangon","MM","MM",16.8000,96.1500,"MPT","Spectrum Life Company Limited","1","22","2","Republic of the Union of Myanmar","MM","Yangon Region","06","Yangon",16.783,96.166,1.59915,"Yangon, Myanmar (Burma)","Yangon","locality","Myanmar (Burma)","MM","Yangon Region","","","","",2.57072
126553739,"85EF907DA09944D58E51F9BA25B47B8E","2019-08-31 23:59:26","2019-09-01 00:00:11","7947795","5","88.132.xxx.xxx",1214,140,12,"Budapest","Hungary","HU",46.9806,18.9127,"Digi Kft","PR-TELECOM ZRt.","1","22","1","Hungary","HU","Bács-Kiskun","BK","Kiskunfelegyhaza",46.713,19.852,48.1305,"Kiskunfélegyháza, Hungary","Kiskunfélegyháza","locality","Hungary","HU","Bács-Kiskun","Kiskunfélegyházai","","6100","",77.3723
126553740,"27B2E97D53BF4D0FBAB93EF04972EE83","2019-08-31 23:59:37","2019-09-01 00:00:11","4001524","5","46.175.xxx.xxx",44793,26601,7,"Tver","Russian Federation","RU",56.8667,35.9167,"Fast Link Ltd.","TeleDom Ltd.","1","22","1","Russia","RU","Tver Oblast","TVE","Tver",56.861,35.893,0.951979,"Tver, Tver Oblast, Russia","Tver","locality","Russia","RU","Tver Oblast","gorod Tver'","","170023","",1.53036
126553741,"CF61A9436D3E4C828903A9B15E91B15A","2019-08-31 23:59:18","2019-09-01 00:00:13","8274504","5","213.230.xxx.xxx",3459,5302,10,"Tashkent","Uzbekistan","UZ",41.2667,69.2167,"Ucell","Uzbektelekom Joint Stock Company","1","22","2","Uzbekistan","UZ","Tashkent","TK","Tashkent",41.316,69.250,3.86737,"Tashkent, Uzbekistan","Tashkent","locality","Uzbekistan","UZ","","","","","",6.217
126553742,"8F05AD6DC4744AE1B8A7BC80A5163994","2019-08-31 23:59:39","2019-09-01 00:00:13","8426420","5","175.176.xxx.xxx",13198,24745,20,"Makati","Philippines","PH",14.5500,121.0300,"PLDT","Smart Broadband","1","22","1","Philippines","PH","Metro Manila","00","Taguig",14.499,121.050,3.75157,"Taguig, Metro Manila, Philippines","Taguig","locality","Philippines","PH","Metro Manila","","","","",6.03085
126553743,"C5E36C95557D4BDBB9249093E6D9CC4E","2019-09-01 00:00:13","2019-09-01 00:00:13","","4","178.238.xxx.xxx",8649,664,42,"Sierre","Switzerland","CH",46.2941,7.5335,"netplus.ch SA","Swisscom","1","2","2","Switzerland","CH","Canton of Bern","BE","Bern",46.916,7.466,43.1821,"Bern, Switzerland","Bern","locality","Switzerland","CH","Canton of Bern","Bern","","3005","",69.4174
126553744,"6DA6493D697449A48A85B1C53B02EED4","2019-08-31 23:59:39","2019-09-01 00:00:14","7772387","5","110.54.xxx.xxx",5262,4161,66,"Mandaluyong","Philippines","PH",14.5800,121.0000,"Globe Telecom","Globe Mobile","1","22","2","Philippines","PH","Metro Manila","00","Malate",14.566,120.983,1.44787,"Philippines","Philippines","country","Philippines","PH","","","","","",2.32752
126553745,"18F226935B994140BFA0E22E486EDEE8","2019-08-31 23:59:38","2019-09-01 00:00:14","4318836","5","121.121.xxx.xxx",22806,54529,7,"Kuala Lumpur","Malaysia","MY",3.1357,101.6880,"MyKRIS Asia Sdn Bhd","Maxis Communications","1","22","2","Malaysia","MY","Selangor","10","Seri Kembangan",3.033,101.716,7.3551,"Seri Kembangan, Selangor, Malaysia","Seri Kembangan","locality","Malaysia","MY","Selangor","Petaling","Petaling","43300","",11.8237
126553746,"6D8A977E47D14A8E921C1F29B08D1A80","2019-08-29 22:27:08","2019-09-01 00:00:15","8364772","4","75.157.xxx.xxx",178456,0,2,"Vancouver, BC","Canada","CA",49.2505,-123.1119,"TELUS Mobility","UNKNOWN","","22","2","Canada","CA","British Columbia","BC","Burnaby",49.250,-122.950,7.31024,"","","","","","","","","","2001:569:7cac:b30x:xxxx:xxxx:xxxx:xxxx",11.7516
126553747,"3432AB38486B4A098F282EA35C6B8301","2019-08-31 23:59:53","2019-09-01 00:00:16","6123944","5","85.26.xxx.xxx",9639,3202,44,"Samara","Russian Federation","RU",53.2333,50.1667,"TTK","PJSC MegaFon","1","22","2","Russia","RU","Samara Oblast","SAM","Samara",53.183,50.118,3.98787,"Samara, Samara Oblast, Russia","Samara","locality","Russia","RU","Samara Oblast","gorod Samara","","443036","",6.41071
126553748,"B279E8740150430C8DA0BE82890E9035","2019-08-31 23:59:49","2019-09-01 00:00:16","7924373","5","78.93.xxx.xxx",882794,766461,2,"Riyadh","Saudi Arabia","SA",24.6500,46.7100,"STC Solutions","Arabian Internet & Communications Services Co.ltd","1","22","2","Saudi Arabia","SA","Riyadh Province","01","Riyadh",24.653,46.715,0.415153,"Riyadh Saudi Arabia","Riyadh","locality","Saudi Arabia","SA","Riyadh Province","","","12631","",0.66738
126553749,"2FF927522BCB475CB3702B50AC074A71","2019-08-31 23:59:42","2019-09-01 00:00:17","1868814","5","2.67.xxx.xxx",34340,8287,20,"Stockholm","Sweden","SE",59.3294,18.0686,"Hi3G Access AB","Hi3G Access AB","1","22","2","Sweden","SE","Stockholm County","AB","Nacka",59.300,18.166,4.01584,"Nacka Municipality, Sweden","Nacka Municipality","administrative_area_level_2","Sweden","SE","Stockholm County","Nacka Municipality","","131 40","",6.45568
126553750,"534876B4C06C48419E802A602DEF104C","2019-09-01 00:00:17","2019-09-01 00:00:17","1802882","4","202.142.xxx.xxx",93246,93267,5,"Kolkata","India","IN",22.5667,88.3667,"SISTEMOS","Siti Networks","1","2","1","India","IN","West Bengal","WB","Kolkata",22.569,88.369,0.278137,"Kolkata, West Bengal 700001, India","Kolkata","locality","India","IN","West Bengal","Kolkata","","700078","",0.447119
126553751,"AC7CC4C74C9542069532C7DD6DE37595","2019-08-31 23:59:41","2019-09-01 00:00:18","7938147","5","120.149.xxx.xxx",1621,13690,36,"Perth","Australia","AU",-31.9554,115.8585,"Vodafone Hutchison Australia (PH)","Telstra Internet","1","22","1","Australia","AU","Western Australia","WA","Tambellup",-34.033,117.650,177.362,"Wansbrough WA 6320, Australia","Wansbrough","locality","Australia","AU","Western Australia","Shire of Broomehill-Tambellup","","6320","",285.119
126553752,"402A83A1A70B4A7693FD50CF3FB0ECD6","2019-08-31 23:59:45","2019-09-01 00:00:20","8426267","5","178.176.xxx.xxx",2487,4992,46,"Penza","Russian Federation","RU",53.2500,44.5667,"Zolotaya Linia Ltd.","PJSC MegaFon","1","22","2","Russia","RU","Penza Oblast","PNZ","Penza",53.072,45.354,34.9062,"Penza, Penza Oblast, Russia","Penza","locality","Russia","RU","Penza Oblast","gorod Penza","","440008","",56.1135
126553753,"F9761D7C1F1E4A41BA108AB2427B3573","2019-09-01 00:00:21","2019-09-01 00:00:21","800492","4","73.78.xxx.xxx",68690,540,15,"Denver, CO","United States","US",39.7392,-104.9903,"Sharktech Inc.","Comcast Cable","1","22","2","United States","US","Colorado","CO","Brighton",39.961,-104.816,17.9014,"Brighton, CO, USA","Brighton","locality","United States","US","Colorado","Adams County","","80601","",28.7775
126553754,"8A0915B4B1B344989A6FEC4C633BAAAA","2019-08-31 23:59:43","2019-09-01 00:00:21","7588176","5","118.137.xxx.xxx",40993,8907,10,"Tangerang","Indonesia","ID",-6.1783,106.6319,"FirstMedia","FirstMedia","1","2","2","Indonesia","ID","Banten","BT","Tangerang",-6.178,106.630,0.13137,"Tangerang, Tangerang City, Banten, Indonesia","Tangerang","locality","Indonesia","ID","Banten","Tangerang City","","15113","",0.211184
126553755,"99C5F853D7EC424BB4798F6CD6AD43FE","2019-08-31 23:59:47","2019-09-01 00:00:21","8426546","5","218.102.xxx.xxx",95159,91620,1,"Hong Kong","China","HK",22.2500,114.1667,"STC","Netvigator","1","22","2","Hong Kong","HK","Central And Western District","HCW","Central",22.283,114.158,2.34228,"Hong Kong, Hong Kong","Hong Kong","locality","Hong Kong","HK","","","","","",3.76534
126553756,"66AA5D97561A4921AE8B00FE19E2C413","2019-08-31 23:59:35","2019-09-01 00:00:23","8365635","5","41.41.xxx.xxx",20166,758,19,"Cairo","EG","EG",30.0566,31.2262,"we","TE Data","1","22","2","Egypt","EG","Cairo Governorate","C","Cairo",30.050,31.250,1.4963,"Cairo, Cairo Governorate, Egypt","Cairo","locality","Egypt","EG","Cairo Governorate","","","","",2.40538
126553757,"6F568DFBC4D74E6FA8D34086E2662F4D","2019-08-31 19:34:32","2019-09-01 00:00:24","7821275","4","49.199.xxx.xxx",2969,0,21,"Melbourne","Australia","AU",-37.8136,144.9631,"LeapTel","UNKNOWN","","2","1","Australia","AU","Victoria","VIC","Ascot Vale",-37.783,144.916,3.29011,"","","","","","","","","","",5.28902
126553758,"28A73D1AC0D04E99BFBFDBD49666D991","2019-08-29 00:20:13","2019-09-01 00:00:24","8365635","5","45.243.xxx.xxx",435,34,120,"Cairo","Egypt","EG",30.0566,31.2262,"Etisalat Misr","Link Egypt (Link.NET)","1","22","2","Egypt","EG","Cairo Governorate","C","Cairo",30.050,31.250,1.4963,"Cairo, Cairo Governorate, Egypt","Cairo","locality","Egypt","EG","Cairo Governorate","","","","",2.40538
126553759,"FECDBAEBFAB54487A0A8C7D7E4D0765E","2019-08-28 23:43:36","2019-09-01 00:00:24","8365635","5","41.129.xxx.xxx",798,67,40,"Cairo","Egypt","EG",30.0566,31.2262,"Orange DSL","Link Egypt","1","22","2","Egypt","EG","Cairo Governorate","C","Cairo",30.050,31.250,1.4963,"Cairo, Cairo Governorate, Egypt","Cairo","locality","Egypt","EG","Cairo Governorate","","","","",2.40538
126553761,"F4952E3418854AB88E57CB24B831BD99","2019-09-01 00:00:08","2019-09-01 00:00:24","6866769","5","217.72.xxx.xxx",948191,37953,4,"Rosenheim","Germany","DE",47.8500,12.1333,"Komro GmbH","Komro GmbH","1","22","2","Germany","DE","Bavaria","BY","Rosenheim",47.850,12.133,0,"Rosenheim, Germany","Rosenheim","locality","Germany","DE","Bavaria","Upper Bavaria","","83022","",0
126553762,"DFE27002979440279707150ECFAB6F44","2019-08-31 23:59:50","2019-09-01 00:00:24","8071412","5","36.90.xxx.xxx",1346,26260,11,"Surabaya","Indonesia","ID",-7.2667,112.7333,"PT. Telekomunikasi Indonesia","PT TELKOM INDONESIA","1","2","2","Indonesia","ID","East Java","JI","Surabaya",-7.249,112.750,1.70512,"Surabaya, Surabaya City, East Java, Indonesia","Surabaya","locality","Indonesia","ID","East Java","Surabaya City","","60174","",2.74107
126553763,"D0B1BD2A801E4B72AC09645E1073580C","2019-08-31 23:59:54","2019-09-01 00:00:25","6926823","5","187.221.xxx.xxx",15763,10738,14,"Ciudad Nezahualcoyotl","MX","MX",19.3995,-98.9897,"Triara","Telmex","1","22","2","Mexico","MX","Federal District","CMX","Mexico City",19.468,-99.069,7.04294,"Ciudad Nezahualcóyotl, State of Mexico, Mexico","Ciudad Nezahualcóyotl","locality","Mexico","MX","State of Mexico","Nezahualcóyotl","","57410","",11.3219
126553764,"317E0C2A607C40948FE0A89F06AF8016","2019-09-01 00:00:09","2019-09-01 00:00:26","7293806","5","132.147.xxx.xxx",841301,1034221,1,"Singapore","Republic of Singapore","SG",1.3000,103.8000,"Viewqwest Pte Ltd","Viewqwest Pte","1","22","2","Singapore","SG","UNKNOWN","??","Singapore",1.293,103.855,3.88769,"Singapore, Singapore","Singapore","locality","Singapore","SG","","","","","",6.24967
126553765,"AB615C324AFD4765BEFA6D4E9DB04AD6","2019-08-31 23:56:35","2019-09-01 00:00:27","7247153","5","130.105.xxx.xxx",277,3051,11,"Quezon City","Philippines","PH",14.6300,121.0300,"DOST-ASTI","Sky Cable","1","2","2","Philippines","PH","Metro Manila","00","Quezon City",14.646,121.050,1.80988,"Quezon City, Metro Manila, Philippines","Quezon City","locality","Philippines","PH","Metro Manila","","","","",2.90948
126553766,"874F76A9EF2C464F8AA6479383B7026F","2019-08-31 23:59:52","2019-09-01 00:00:27","8285349","5","88.124.xxx.xxx",2426,863,65,"Donostia / San Sebastian","Spain","ES",43.3214,-1.9856,"Imatel","Free SAS","1","22","2","France","FR","Nouvelle-Aquitaine","NAQ","Lestelle-Betharram",43.133,-0.216,90.0958,"Lestelle-Bétharram, France","Lestelle-Bétharram","locality","France","FR","Aquitaine","Pyrénées-Atlantiques","","64800","",144.834
126553767,"354CA5E9258945E583659F361D30671D","2019-08-31 23:59:53","2019-09-01 00:00:28","6311224","5","115.186.xxx.xxx",11321,10595,65,"Lahore","Pakistan","PK",31.5758,74.3269,"Telenor Pakistan","Worldcall Telecom","1","2","2","Pakistan","PK","Punjab","PB","Gujrat",32.566,74.083,70.0122,"Gujrat, Pakistan","Gujrat","locality","Pakistan","PK","Punjab","Gujrat","","","",112.548
126553768,"51EFF387BF0245279BCA5BB36DE0343D","2019-08-31 23:59:55","2019-09-01 00:00:29","2627458","5","123.21.xxx.xxx",143366,148954,3,"Ho Chi Minh City","Vietnam","VN",10.7500,106.6667,"VTC DIGICOM","Vietnam Posts And Telecommunications Group","1","22","1","Vietnam","VN","Ho Chi Minh","SG","Ho Chi Minh City",10.750,106.666,0,"Ho Chi Minh City, Ho Chi Minh 70000, Vietnam","Ho Chi Minh City","locality","Vietnam","VN","Ho Chi Minh","","","","",0
126553769,"A46CA202E3FE4E9F8BF4463F4BB2BEA3","2019-08-31 23:59:53","2019-09-01 00:00:29","5373372","5","162.218.xxx.xxx",23103,22862,6,"Salt Lake City, UT","United States","US",40.7500,-111.8833,"SenaWave","Sena Wave LLC","1","2","1","United States","US","Utah","UT","Park City",40.682,-111.526,19.2886,"Salt Lake County, UT, USA","Salt Lake County","administrative_area_level_2","United States","US","Utah","Salt Lake County","","84121","",31.0075
126553770,"B19A391F5FEF48918860D84860FDAC7D","2019-08-31 23:59:54","2019-09-01 00:00:29","7742290","5","177.184.xxx.xxx",72910,65232,142,"Cubatão","Brazil","BR",-23.8916,-46.4244,"Alta.Net","NEXCESS Soluções de Redes Ltda.","1","22","1","Brazil","BR","State of São Paulo","SP","Praia Grande",-24.000,-46.400,7.65509,"Praia Grande - SP, Brazil","Praia Grande","locality","Brazil","BR","State of São Paulo","Praia Grande","","11722","",12.306
126553771,"7E3147D3956745D0A44FE6D2FED413DA","2019-08-31 23:59:02","2019-09-01 00:00:30","8415118","5","190.236.xxx.xxx",747,1648,1298,"Lima","Peru","PE",-12.0433,-77.0283,"GTD Perú","Telefonica del Peru","1","2","2","Peru","PE","Lima","LMA","Lima",-12.050,-77.050,1.53973,"Lima, Peru","Lima","locality","Peru","PE","Lima","","","15082","",2.4752
126553772,"5F55133433FC4E339D609A23EDDE7B9E","2019-08-31 23:59:56","2019-09-01 00:00:30","7006021","5","85.165.xxx.xxx",46988,77330,14,"Forde","Norway","NO",61.4431,5.9036,"Enivest AS","Telenor Norge AS","1","2","2","Norway","NO","Hordaland","12","Flaktveit",60.465,5.359,70.0553,"Bergen, Norway","Bergen","locality","Norway","NO","Hordaland","Bergen","","5134","",112.618
126553773,"109B316570294041A414ECC12BA060AC","2019-08-31 23:59:55","2019-09-01 00:00:30","8202657","5","118.69.xxx.xxx",20211,29082,18,"Ho Chi Minh","Vietnam","VN",10.7500,106.6667,"TPCOMS","FPT Telecom Company","1","2","2","Vietnam","VN","Ho Chi Minh","SG","Ho Chi Minh City",10.750,106.666,0,"Ho Chi Minh City, Ho Chi Minh 70000, Vietnam","Ho Chi Minh City","locality","Vietnam","VN","Ho Chi Minh","","","","",0
126553774,"03EFE2CF9CDD429FBD3B4B3D03780F91","2019-09-01 00:03:36","2019-09-01 00:00:31","6502945","5","178.140.xxx.xxx",537181,539485,2,"Moscow","Russian Federation","RU",55.7517,37.6178,"Net By Net Holding LLC","Rostelecom","1","22","2","Russia","RU","Moscow","MOW","Moscow",55.752,37.615,0.0923921,"Moscow, Russia","Moscow","locality","Russia","RU","Moscow","gorod Moskva","","109012","",0.148525
126553775,"675E13185B52443DB9304F55DC258336","2019-09-01 00:00:32","2019-09-01 00:00:32","160000","4","101.191.xxx.xxx",3546,803,22,"Sydney","Australia","AU",-33.8600,151.2111,"Telstra","Telstra Internet","1","2","1","Australia","AU","New South Wales","NSW","Lapstone",-33.774,150.635,33.5959,"Lapstone NSW 2773, Australia","Lapstone","locality","Australia","AU","New South Wales","Blue Mountains City Council","","2773","2001:8003:2e99:540x:xxxx:xxxx:xxxx:xxxx",54.0072
126553776,"1E41F3735B774574AAE905FFF5E6EDC6","2019-08-31 23:59:58","2019-09-01 00:00:32","8191955","5","172.58.xxx.xxx",106609,65656,36,"Sacramento, CA","United States","US",38.5556,-121.4689,"Comcast","T-MOBILE USA","1","22","1","United States","US","California","CA","Galt",38.272,-121.228,23.5259,"Galt, CA, USA","Galt","locality","United States","US","California","Sacramento County","","95632","",37.8191
126553777,"1F24F722152F4EEAAE5C0A9483958F6E","2019-09-01 00:00:33","2019-09-01 00:00:33","3378201","4","59.147.xxx.xxx",32385,88680,14,"Bunkyo","Japan","JP",35.7081,139.7522,"IPA CyberLab","Sony Network Communications","1","2","1","Japan","JP","Miyagi Prefecture","04","Sendai",38.254,140.884,186.93,"Sendai, Miyagi Prefecture, Japan","Sendai","locality","Japan","JP","Miyagi Prefecture","","","984-0042","",300.499
126553778,"D9525AB5C453420EA8F92A2E7BD5B77B","2019-08-27 17:06:23","2019-09-01 00:00:33","217986","4","110.54.xxx.xxx",0,0,153,"Batangas City","Phillipines","PH",13.7565,121.0583,"IntegraNet","UNKNOWN","","2","1","Philippines","PH","MIMAROPA","41","Puerto Galera",13.500,120.954,19.0723,"","","","","","","","","","",30.6597
126553779,"7C2DF2DD4528423AB374BDEC383E0196","2019-08-31 23:59:54","2019-09-01 00:00:33","6452241","5","172.94.xxx.xxx",4867,921,116,"Chicago, IL","United States","US",41.8369,-87.6847,"XenSpec","Secure Internet LLC","0","2","2","United States","US","Illinois","IL","Chicago",41.975,-87.701,9.65395,"Chicago, IL, USA","Chicago","locality","United States","US","Illinois","Cook County","","60608","",15.5192
126553780,"8E20052E53294DB9ADC18E71C985E647","2019-08-31 23:59:57","2019-09-01 00:00:34","6871209","5","62.10.xxx.xxx",38544,5916,7,"Cologno Monzese","Italy","IT",45.5286,9.2782,"Prometeus di Daniela Agro","Tiscali SpA","1","2","2","Italy","IT","Lombardy","25","Lissone",45.616,9.233,6.47175,"Lissone MB, Italy","Lissone","locality","Italy","IT","Lombardy","Province of Monza and Brianza","Lissone","20851","",10.4037
