test_id,guid,test_date,received_date,desktop_device_id,platform,client_ip_address,download_kbps,upload_kbps,latency,server_name,server_country,server_country_code,server_latitude,server_longitude,server_sponsor_name,isp_name,is_isp,connection_type,location_type,client_country,client_country_code,client_region_name,client_region_code,client_city,client_latitude,client_longitude,miles_between,gmaps_formatted_address,gmaps_name,gmaps_type,gmaps_country,gmaps_country_code,gmaps_region,gmaps_subregion,gmaps_subsubregion,postal_code,client_ipv6_address,km_between
126553990,"858B7576C8B546DFAEAE92F4710C2A73","2019-09-01 00:02:07","2019-09-01 00:02:42","983600","5","182.239.xxx.xxx",35323,18228,104,"Ballarat","Australia","AU",-37.5500,143.8500,"Aus Net Servers Australia Pty Ltd","TPG Internet","1","22","2","Australia","AU","Victoria","VIC","Bendigo",-36.766,144.283,59.2059,"Bendigo VIC 3550, Australia","Bendigo","locality","Australia","AU","Victoria","Greater Bendigo City","","3550","",95.1766
126553991,"C52D16E55AE940EFA6FCE26807CC3927","2019-09-01 00:02:07","2019-09-01 00:02:44","7588176","5","118.137.xxx.xxx",39794,6477,12,"Tangerang","Indonesia","ID",-6.1783,106.6319,"FirstMedia","FirstMedia","1","2","1","Indonesia","ID","West Java","JB","Sangereng",-6.193,106.466,11.4484,"Bencongan, Kelapa Dua, Tangerang, Banten 15810, Indonesia","Bencongan","administrative_area_level_4","Indonesia","ID","Banten","Tangerang","Kelapa Dua, Bencongan","15810","",18.4039
126553992,"9919F6AF14E1419098E575718E17FFDB","2019-09-01 00:02:22","2019-09-01 00:02:46","4850840","5","213.111.xxx.xxx",29675,29913,0,"Alchevsk","Ukraine","UA",48.4667,38.8000,"Alchevsk.net","PP SKS-Lugan","0","22","2","Ukraine","UA","Luhans'ka oblast","09","Alchevs'k",48.472,38.799,0.422139,"Alchevs'k, Luhans'ka oblast, Ukraine","Alchevs'k","locality","Ukraine","UA","Luhans'ka oblast","Alchevs'ka city council","","","",0.67861
126553993,"2C689722D5A54232847BA3BD37450C10","2019-09-01 00:02:46","2019-09-01 00:02:46","7406716","4","114.122.xxx.xxx",2971,6563,50,"Mataram","Indonesia","ID",-8.5833,116.1167,"PT. Telekomunikasi Indonesia","Telkomsel","1","2","1","Indonesia","ID","West Nusa Tenggara","NB","Dasan",-8.831,116.817,50.9002,"Beru, Jereweh, West Sumbawa Regency, West Nusa Tenggara, Indonesia","Beru","administrative_area_level_4","Indonesia","ID","West Nusa Tenggara","West Sumbawa Regency","Jereweh, Beru","","",81.8248
126553994,"598D18632D004909A358B35F5BD05176","2019-09-01 00:02:08","2019-09-01 00:02:47","8426542","5","77.75.xxx.xxx",48570,50707,9,"Akhtyrka","Ukraine","UA",50.3151,34.9006,"Tk Plazma","EUROTEL","1","22","2","Ukraine","UA","Sums'ka oblast","59","Okhtyrka",50.308,34.894,0.531141,"Okhtyrka, Sums'ka oblast, Ukraine","Okhtyrka","locality","Ukraine","UA","Sums'ka oblast","Okhtyrs'ka city council","","42701","",0.853837
126553995,"A58A27795EBE4B288F3023CB1F0A0189","2019-09-01 00:02:47","2019-09-01 00:02:47","","4","79.225.xxx.xxx",47524,9952,14,"Munich","Germany","DE",48.1333,11.5667,"Contabo GmbH","Deutsche Telekom AG","1","2","2","Germany","DE","Bavaria","BY","Munich",48.147,11.463,4.86368,"Munich, Germany","Munich","locality","Germany","DE","Bavaria","Upper Bavaria","","80539","",7.81862
126553996,"CB98A45C16AE4A82BDA2A27BB32740F5","2019-09-01 00:02:14","2019-09-01 00:02:48","2627458","5","123.21.xxx.xxx",142803,142946,3,"Ho Chi Minh City","Vietnam","VN",10.7500,106.6667,"VTC DIGICOM","Vietnam Posts And Telecommunications Group","1","22","1","Vietnam","VN","Ho Chi Minh","SG","Ho Chi Minh City",10.750,106.666,0,"Ho Chi Minh City, Ho Chi Minh 70000, Vietnam","Ho Chi Minh City","locality","Vietnam","VN","Ho Chi Minh","","","","",0
126553997,"5E300DC0CA5741FE8DECD32D17D511BD","2019-09-01 00:02:10","2019-09-01 00:02:48","2764675","5","93.55.xxx.xxx",9242,2026,38,"Milan","Italy","IT",45.4640,9.1916,"Fastweb SpA","Fastweb","1","22","2","Italy","IT","Piedmont","21","Villarbasse",45.081,7.526,85.2463,"Rivoli, Metropolitan City of Turin, Italy","Rivoli","administrative_area_level_3","Italy","IT","Piedmont","Metropolitan City of Turin","Rivoli","10098","",137.038
126553998,"74DB1B08CA5F4DD2A8E45128AF4EFE33","2019-09-01 00:02:48","2019-09-01 00:02:48","5337946","4","66.50.xxx.xxx",45143,6083,78,"San Juan, PR","United States","US",18.4517,-66.0689,"Dreyfous","Claro Puerto Rico","1","2","1","Puerto Rico","PR","UNKNOWN","??","Sabana Seca",18.429,-66.191,8.16301,"Levittown, Toa Baja, Puerto Rico","Levittown","locality","Puerto Rico","PR","Toa Baja","","","00949","",13.1225
126553999,"5176B6A48D45414798E98566E78ECC8E","2019-09-01 00:02:48","2019-09-01 00:02:48","8426557","4","188.162.xxx.xxx",14790,36049,61,"Kazan","RU","RU",55.7951,49.1089,"Telecom21","Yota","1","2","2","Russia","RU","Tatarstan","TA","Kazan’",55.767,49.163,2.82591,"Kazan, Tatarstan, Russia","Kazan","locality","Russia","RU","Tatarstan","gorod Kazan'","","420054","",4.5428
126554000,"8A656CB82C0B432D8A662B0DAE5E7358","2019-09-01 00:02:49","2019-09-01 00:02:49","1802882","4","202.142.xxx.xxx",93986,94838,5,"Kolkata","India","IN",22.5667,88.3667,"SISTEMOS","Siti Networks","1","2","1","India","IN","West Bengal","WB","Kolkata",22.569,88.369,0.278137,"Kolkata, West Bengal 700001, India","Kolkata","locality","India","IN","West Bengal","Kolkata","","700078","",0.447119
126554001,"1A0392D9771E4AD899BE71843152FFE2","2019-09-01 00:02:15","2019-09-01 00:02:50","7623965","5","191.162.xxx.xxx",94134,46816,6,"Sao Paulo","Brazil","BR",-23.5000,-46.6167,"TIM Brasil","TIM LIVE","1","22","2","Brazil","BR","State of São Paulo","SP","São Paulo",-23.533,-46.616,2.3034,"São Paulo, São Paulo - State of São Paulo, Brazil","São Paulo","locality","Brazil","BR","State of São Paulo","São Paulo","","04305","",3.70284
126554002,"CFC0C3CD605546138898880F5D6FB8F4","2019-09-01 00:02:50","2019-09-01 00:02:50","5739134","4","173.56.xxx.xxx",853801,934577,2,"New York, NY","United States","US",40.7127,-74.0059,"Sprint","Verizon FiOS","1","22","1","United States","US","New York","NY","New York",40.760,-73.993,3.37174,"New York, NY, USA","New York","locality","United States","US","New York","","","10016","",5.42025
126554003,"8A5B8CA90072422CA39C89EA2CAB0931","2019-09-01 00:02:18","2019-09-01 00:02:51","7509647","5","102.67.xxx.xxx",9921,27153,14,"Johannesburg","South Africa","ZA",-26.2041,28.0473,"Syrex","Be Broadband","1","22","2","South Africa","ZA","Gauteng","GT","Johannesburg",-26.192,28.071,1.67115,"Johannesburg South, South Africa","Johannesburg South","locality","South Africa","ZA","Gauteng","City of Johannesburg Metropolitan Municipality","City of Johannesburg Metropolitan Municipality","2190","",2.68647
126554004,"A06AD8D1A5EE4EF59FEADF1D552E4432","2019-09-01 00:02:51","2019-09-01 00:02:51","8277027","4","182.0.xxx.xxx",5883,1277,37,"Jakarta","Indonesia","ID",-6.1745,106.8227,"PT Mora Telematika Indonesia","Telkomsel","1","2","2","Indonesia","ID","Special Capital Region of Jakarta","JK","Jakarta",-6.174,106.829,0.460709,"Central Jakarta, Central Jakarta City, Special Capital Region of Jakarta, Indonesia","Central Jakarta","locality","Indonesia","ID","Special Capital Region of Jakarta","Central Jakarta City","","10110","",0.740614
126554005,"CF46CB5748B149748CC54EE3B3ECA6C2","2019-08-28 11:26:51","2019-09-01 00:02:51","3067865","4","91.253.xxx.xxx",5429,0,71,"Catania","Italy","IT",37.5167,15.0667,"Sielte S.p.A.","UNKNOWN","","2","1","Italy","IT","Sicily","82","Priolo Gargallo",37.150,15.183,26.1628,"","","","","","","","","","",42.0581
126554006,"76DCC703F2C74F1F9C5E1F594955D023","2019-09-01 00:03:53","2019-09-01 00:02:52","2005575","5","62.141.xxx.xxx",31941,2234,19,"Świdnica","Poland","PL",50.8500,16.4833,"Limonka.pl","Multimedia Polska S.A.","1","22","2","Poland","PL","Lower Silesian Voivodeship","DS","Swidnica",50.841,16.479,0.602506,"58, Poland","Swidnica","locality","Poland","PL","Lower Silesian Voivodeship","Świdnica County","Świdnica","58","",0.96856
126554007,"D977B7A44241487F978F3F309E3DC6A0","2019-09-01 00:02:25","2019-09-01 00:02:52","8163097","5","37.112.xxx.xxx",28566,40495,1,"Ufa","Russia","RU",54.7500,55.9667,"OJSC Ufanet","JSC ER-Telecom Holding","1","2","2","Russia","RU","Republic of Bashkortostan","BA","Ufa",54.775,56.037,3.31267,"Ufimsky District, Republic of Bashkortostan, Russia","Ufimsky District","administrative_area_level_2","Russia","RU","Republic of Bashkortostan","Ufimsky District","","450511","",5.32529
126554008,"DD94CE6B154E4E29BC21AC5EA4C5EC60","2019-09-01 00:02:52","2019-09-01 00:02:52","4835807","4","106.176.xxx.xxx",101636,164144,29,"Haebaru","Japan","JP",26.1911,127.7286,"haza","au one net","1","2","1","Japan","JP","Kagoshima Prefecture","46","Kanoya",31.383,130.850,405.886,"Kanoya, Kagoshima Prefecture, Japan","Kanoya","locality","Japan","JP","Kagoshima Prefecture","","","893-0032","",652.483
126554009,"734F31366EA946F590CA27AE81EFEB13","2019-09-01 00:02:13","2019-09-01 00:02:52","7975418","5","178.167.xxx.xxx",40241,18285,29,"Galway","Ireland","IE",53.2707,-9.0568,"Airwire","Three Ireland","1","22","2","Ireland","IE","Leinster","L","Birr",53.091,-7.913,48.9965,"Drumbane, Co. Offaly, Ireland","Drumbane","neighborhood","Ireland","IE","Offaly","Offaly","","","",78.7644
126554010,"3DA2895FA7E24C09A1FD43DFA020BDF7","2019-09-01 00:02:18","2019-09-01 00:02:53","6728002","5","137.59.xxx.xxx",4897,4886,1,"Pune","India","IN",18.5203,73.8567,"Mutiny Systems Pvt Ltd","SprintNet","1","22","2","India","IN","Maharashtra","MH","Pune",18.533,73.866,1.11309,"Pune, Maharashtra 411001, India","Pune","locality","India","IN","Maharashtra","Pune","","411030","",1.78936
126554011,"EAFE88CFD6D84026BE2DA32FD8E839F9","2019-09-01 00:02:17","2019-09-01 00:02:53","6818174","5","179.6.xxx.xxx",39810,6579,11,"Cercado de Lima","Peru","PE",-12.0564,-77.0394,"Telefónica del Perú","Claro Peru","1","2","2","Peru","PE","Lima","LMA","Lima",-12.050,-77.050,0.842971,"Lima, Peru","Lima","locality","Peru","PE","Lima","","","15082","",1.35512
126554012,"90120766A0D440E59DA9E960D13561A0","2019-09-01 00:02:37","2019-09-01 00:02:54","8082147","4","106.69.xxx.xxx",0,0,8,"Perth","Australia","AU",-31.9505,115.8605,"NODE1 Internet","UNKNOWN","","2","1","Australia","AU","Western Australia","WA","Karrinyup",-31.872,115.776,7.30816,"","","","","","","","","","",11.7483
126554013,"46D4388FC67840E198362D3853A463BB","2019-09-01 00:31:26","2019-09-01 00:02:55","942339","5","200.44.xxx.xxx",1694,516,140,"El Socorro","Trinidad and Tobago","TT",10.6411,-61.4506,"Amplia","CANTV","1","22","2","Venezuela","VE","Nueva Esparta","O","Bolivar",11.050,-63.933,171.016,"Capital Gómez, Nueva Esparta, Venezuela","Capital Gómez","administrative_area_level_3","Venezuela","VE","Nueva Esparta","Gomez","Capital Gómez","6314","",274.917
126554014,"F1F33259DA80481B979A5E165316194F","2019-09-01 00:02:18","2019-09-01 00:02:55","8056806","5","148.69.xxx.xxx",6936,8230,16,"Lisbon","Portugal","PT",38.7000,-9.1833,"Vodafone PT","Vodafone Portugal","1","2","2","Portugal","PT","Setubal","15","Barreiro",38.666,-9.066,6.70402,"2830, Portugal","Barreiro","locality","Portugal","PT","Setubal","","","2830","",10.7771
126554015,"F82F48CB6F5F4DF8A462C34879DC05F9","2019-09-01 00:01:56","2019-09-01 00:02:56","7736336","5","86.144.xxx.xxx",11665,4331,39,"Gloucester","Great Britain","GB",51.8569,-2.2400,"Fasthosts Internet","BT","1","2","1","United Kingdom","GB","Wiltshire","WIL","Trowbridge",51.318,-2.208,37.238,"Trowbridge BA14, UK","Trowbridge","locality","United Kingdom","GB","England","Wiltshire","","BA14","",59.862
126554016,"92CE55953E024876B747C9F5ABA2B36A","2019-09-01 00:02:57","2019-09-01 00:02:57","3624625","4","79.212.xxx.xxx",21129,16660,33,"Norderstedt","Germany","DE",53.7064,10.0103,"wilhelm.tel","Deutsche Telekom AG","1","22","2","Germany","DE","Schleswig-Holstein","SH","Ahrensburg",53.683,10.250,9.94607,"Ahrensburg, Germany","Ahrensburg","locality","Germany","DE","Schleswig-Holstein","Stormarn","","22926","2003:d0:f1d:982x:xxxx:xxxx:xxxx:xxxx",15.9888
126554017,"BB98E0E13E4D436DA47412A2B0B4610B","2019-09-01 00:02:57","2019-09-01 00:02:57","8426201","4","95.219.xxx.xxx",50526,18342,4,"Khobar","Saudi Arabia","SA",26.2172,50.1971,"Saudi Telecom Company (STC)","SaudiNet","1","2","1","Saudi Arabia","SA","Eastern Province","04","Sayhat",26.485,50.040,20.9252,"Saihat Saudi Arabia","Saihat","locality","Saudi Arabia","SA","Eastern Province","","","32452","",33.6384
126554018,"81B4F640C2E74701A6459427E37E5980","2019-09-01 00:02:24","2019-09-01 00:02:58","5611424","5","121.122.xxx.xxx",28665,38295,6,"Subang Jaya","Malaysia","MY",3.0567,101.5851,"Maxis","Maxis Communications","1","2","2","Malaysia","MY","Selangor","10","Shah Alam",3.083,101.533,4.02301,"Shah Alam, Selangor, Malaysia","Shah Alam","locality","Malaysia","MY","Selangor","Petaling","","40300","",6.4672
126554019,"99C84CD82E9E45EFA82737EBE191D618","2019-09-01 00:03:00","2019-09-01 00:03:00","6930636","4","5.117.xxx.xxx",412,39,29,"Tehran","Iran, Islamic Republic of","IR",35.6833,51.4167,"Asiatech","Iran Cell Service and Communication Company","1","2","1","Iran","IR","Tehran","07","Evin",35.793,51.393,7.76028,"Tehran, Tehran, Iran","Tehran","locality","Iran","IR","Tehran","Tehran","","","",12.4751
126554020,"A0E2F4DBEE1846C1963CF8590125E41D","2019-09-01 00:02:20","2019-09-01 00:03:00","2386059","5","157.46.xxx.xxx",2015,2066,60,"Chennai","India","IN",13.0827,80.2707,"Rainbow Internet Tele Services","Jio","1","2","2","India","IN","Tamil Nadu","TN","Chennai",13.083,80.283,0.85019,"Chennai, Tamil Nadu, India","Chennai","locality","India","IN","Tamil Nadu","Tiruvallur","","600010","",1.36672
126554021,"DC27EE5A69CE4B45BA046245E5AF9877","2019-09-01 00:02:55","2019-09-01 00:03:01","2766754","4","84.192.xxx.xxx",0,0,15,"Antwerp","Belgium","BE",51.2167,4.4167,"Nucleus BVBA","UNKNOWN","","2","1","Belgium","BE","Flanders","VLG","Neerpelt",51.216,5.416,43.3263,"","","","","","","","","","",69.6494
126554022,"5083EC0D69C349D6B80F880696C70B5A","2019-09-01 00:02:25","2019-09-01 00:03:02","8288636","5","111.235.xxx.xxx",2887,1817,10,"Parañaque","Philippines","PH",14.4729,121.0192,"Cablelink Internet Services Inc","Cablelink Internet Sservices","1","22","2","Philippines","PH","Calabarzon","40","Paranaque City",14.471,121.022,0.241972,"Parañaque, Metro Manila, Philippines","Parañaque","locality","Philippines","PH","Metro Manila","","","1700","",0.388983
126554023,"504FF56205C14B8FAF34D9A2FC14C6D6","2019-09-01 00:02:28","2019-09-01 00:03:02","7393290","5","185.242.xxx.xxx",2144,473,71,"Moscow","Russian Federation","RU",55.7517,37.6178,"Megafon","DP AlNet","1","2","2","Russia","RU","UNKNOWN","??",\N,55.738,37.606,1.00225,"Russia","Russia","country","Russia","RU","","","","","",1.61117
126554024,"679CDF52C27D499783B9D132D458353A","2019-08-31 09:40:56","2019-09-01 00:03:02","8072947","4","88.149.xxx.xxx",0,0,40,"Mendrisio","Switzerland","CH",45.8713,8.9841,"Mercury Labs SAGL","UNKNOWN","","22","2","Italy","IT","Lombardy","25","Mandello del Lario",45.900,9.316,16.1369,"","","","","","","","","","",25.9409
126554025,"6B744FC9228941CCA57B6E9494E2E9D7","2019-09-01 00:02:26","2019-09-01 00:03:03","4564994","5","47.40.xxx.xxx",95633,18874,14,"Walla Walla, WA","United States","US",46.0650,-118.3303,"Pocketinet Communications","Spectrum","1","22","1","United States","US","Washington","WA","Kennewick",46.152,-119.169,40.7193,"Kennewick, WA, USA","Kennewick","locality","United States","US","Washington","Benton County","","99337","",65.4585
126554026,"A5E1191B523641AC946A0D83E3CBF741","2019-09-01 00:03:03","2019-09-01 00:03:03","","4","85.84.xxx.xxx",12048,53118,38,"Derio","Spain","ES",43.3020,-2.8867,"Euskaltel S.A.","Euskaltel S.A.","1","2","1","Spain","ES","Basque Country","PV","Bilbao",43.250,-2.966,5.40073,"Bilbao, Biscay, Spain","Bilbao","locality","Spain","ES","Basque Country","Biscay","Greater Bilbao, Bilbao","48006","",8.68195
126554027,"8EA67E5DCBE94B5B82502AEE69A20AF0","2019-09-01 00:02:29","2019-09-01 00:03:04","7727576","5","31.166.xxx.xxx",42447,20728,4,"Jeddah","Saudi Arabia","SA",21.5000,39.1833,"Mobily","Mobily","1","22","2","Saudi Arabia","SA","Makkah Province","02","Jeddah",21.516,39.219,2.58918,"Jeddah Saudi Arabia","Jeddah","locality","Saudi Arabia","SA","Makkah Province","","","23231","",4.16224
126554028,"FC304EC9100547CEB8C71FC87F95B8B3","2019-09-01 00:02:32","2019-09-01 00:03:05","8416405","5","82.146.xxx.xxx",575119,773347,3,"Enfield","Great Britain","GB",51.6523,-0.0807,"Clouvider Limited","ChunkyChips.net Limited","1","22","2","United Kingdom","GB","Barnet","BNE","Hendon",51.600,-0.216,6.86971,"London NW4, UK","London","locality","United Kingdom","GB","England","Greater London","","NW4","",11.0434
126554029,"67AD565076554B05A3C93544B2109085","2019-09-01 00:02:29","2019-09-01 00:03:05","8426189","5","115.135.xxx.xxx",45237,35585,7,"Kuala Lumpur","Malaysia","MY",3.1357,101.6880,"Viewqwest Sdn Bhd","TM Net","1","22","2","Malaysia","MY","Selangor","10","Ampang",3.150,101.766,5.52459,"Kuala Lumpur, Federal Territory of Kuala Lumpur, Malaysia","Kuala Lumpur","locality","Malaysia","MY","Federal Territory of Kuala Lumpur","","","55000","",8.88108
126554030,"6DCD15F653F249919D9D60F505024624","2019-09-01 00:02:33","2019-09-01 00:03:05","1247580","5","185.219.xxx.xxx",48392,3923,3,"Istanbul","Turkey","TR",41.0136,28.9550,"Turk Telekom Asya","Netspeed Internet AS","1","22","2","Turkey","TR","İstanbul","34","Istanbul",41.018,28.964,0.613184,"Istanbul, İstanbul, Turkey","Istanbul","locality","Turkey","TR","İstanbul","","","34240","",0.985726
126554031,"2A09463394374541BABE974E0BF4586C","2019-08-31 23:58:00","2019-09-01 00:03:06","8426189","5","115.135.xxx.xxx",30247,33936,7,"Kuala Lumpur","Malaysia","MY",3.1357,101.6880,"Viewqwest Sdn Bhd","TM Net","1","22","2","Malaysia","MY","Selangor","10","Ampang",3.150,101.766,5.52459,"Kuala Lumpur, Federal Territory of Kuala Lumpur, Malaysia","Kuala Lumpur","locality","Malaysia","MY","Federal Territory of Kuala Lumpur","","","55000","",8.88108
126554032,"0B7365295E0E426E97124B89E7D98C66","2019-09-01 00:03:06","2019-09-01 00:03:06","5859807","4","197.237.xxx.xxx",31031,2327,9,"Nairobi","Kenya","KE",-1.2833,36.8167,"Airtel Kenya","Wananchi Online Limited","1","2","1","Kenya","KE","Nairobi","30","Nairobi",-1.283,36.816,0,"Nairobi, Kenya","Nairobi","locality","Kenya","KE","Nairobi","","","","",0
126554033,"A442530599CA421D815C16073286E9E9","2019-08-31 08:54:15","2019-09-01 00:03:06","1247580","5","185.219.xxx.xxx",37067,3183,3,"Istanbul","Turkey","TR",41.0136,28.9550,"Turk Telekom Asya","Netspeed Internet AS","1","22","2","Turkey","TR","İstanbul","34","Istanbul",41.018,28.964,0.613184,"Istanbul, İstanbul, Turkey","Istanbul","locality","Turkey","TR","İstanbul","","","34240","",0.985726
126554034,"6CC6C964FCE840DFA04B75360608A432","2019-09-01 00:03:06","2019-09-01 00:03:06","3382525","4","185.94.xxx.xxx",28915,4964,22,"Milano","Italy","IT",45.4654,9.1859,"SIPORTAL SRL","M247 Ltd","1","0","2","Italy","IT","Lombardy","25","Milan",45.464,9.189,0.190572,"Milan, Italy","Milan","locality","Italy","IT","Lombardy","Metropolitan City of Milan","Milan","20121","",0.306355
126554035,"3F8589FE6BF24A1ABE236DF90DCB8FC0","2019-09-01 00:02:35","2019-09-01 00:03:08","7136547","5","58.8.xxx.xxx",657457,100244,2,"Pathum Thani","Thailand","TH",14.0208,100.5250,"3BB","True Internet","1","22","2","Thailand","TH","Phra Nakhon Si Ayutthaya","14",\N,14.183,100.283,19.7295,"Phra Nakhon Si Ayutthaya, Thailand","Phra Nakhon Si Ayutthaya","administrative_area_level_1","Thailand","TH","Phra Nakhon Si Ayutthaya","","","","",31.7163
126554036,"EA029193183547A982335F19FEA8AE94","2019-08-31 23:02:29","2019-09-01 00:03:08","8391466","5","41.37.xxx.xxx",5321,1276,139,"Alexandria","Egypt","EG",31.1980,29.9192,"Orange Egypt","TE Data","1","2","2","Egypt","EG","Alexandria Governorate","ALX","Alexandria",31.198,29.919,0.00686014,"Alexandria, Alexandria Governorate, Egypt","Alexandria","locality","Egypt","EG","Alexandria Governorate","","","","",0.011028
126554037,"90BC9B3FACEF46F6BC587AF862401048","2019-09-01 00:02:50","2019-09-01 00:03:08","8426553","5","103.68.xxx.xxx",13611,9630,108,"Dhaka","Bangladesh","BD",23.7000,90.3667,"PING","Nexdecade Technology Pvt.","1","2","2","Bangladesh","BD","Dhaka Division","C","Dhaka",23.723,90.408,3.09393,"Dhaka 1000-1200, Bangladesh","Dhaka","locality","Bangladesh","BD","Dhaka Division","Dhaka","","","",4.97366
126554038,"021D88942252489B923C65F6E5AD2030","2019-09-01 00:02:33","2019-09-01 00:03:08","7588938","5","183.22.xxx.xxx",36585,23111,6,"Guangzhou","China","CN",23.1333,113.2667,"Guangzhou Unicom 5G","China Telecom Guangdong","1","2","1","China","CN","Guangdong","GD","Dongguan",23.048,113.744,30.9633,"Dongguan, Guangdong, China","Dongguan","locality","China","CN","Guangdong","","","","",49.7751
126554039,"F4FCB5242AE442F0AFD3C1FD75BAE5A7","2019-09-01 00:02:31","2019-09-01 00:03:09","7835606","5","73.92.xxx.xxx",486071,21292,14,"Sacramento, CA","United States","US",38.5556,-121.4689,"Comcast","Comcast Cable","1","22","1","United States","US","California","CA","Vacaville",38.383,-121.971,29.6952,"Vacaville, CA, USA","Vacaville","locality","United States","US","California","Solano County","","95687","",47.7367
126554040,"E73F915A083C409B871EC6D240E32E21","2019-09-01 00:02:37","2019-09-01 00:03:09","8171204","5","171.96.xxx.xxx",767827,115395,5,"Bangkok","Thailand","TH",13.7500,100.4833,"NIPA.CLOUD 1st Cloud Thailand","True Internet","1","22","2","Thailand","TH","Samut Prakan","11","Samut Prakan",13.600,100.596,12.8558,"Samut Prakan, Mueang Samut Prakan District, Samut Prakan, Thailand","Samut Prakan","locality","Thailand","TH","Samut Prakan","Mueang Samut Prakan District","","10270","",20.6664
126554041,"ADFF2C718F00402891A4D7F46DD8D632","2019-09-01 00:03:11","2019-09-01 00:03:11","7648973","4","218.155.xxx.xxx",65662,3963,7,"Seoul","South Korea","KR",37.5833,127.0000,"Speedtest.net","Korea Telecom","1","2","2","South Korea","KR","Gyeonggi-do","41","Seongnam-si",37.438,127.137,12.544,"Seongnam-si, Gyeonggi-do, South Korea","Seongnam-si","locality","South Korea","KR","Gyeonggi-do","","","461-161","",20.1651
126554042,"5AA4EB68AC884879A246D2DB3AE2194C","2019-09-01 00:01:21","2019-09-01 00:03:13","8345390","5","92.37.xxx.xxx",398,1332,31,"Ljubljana","Slovenia","SI",46.0500,14.5000,"Telemach d.o.o.","A1 Slovenija","1","2","1","Slovenia","SI","Ljubljana","061","Ljubljana",46.055,14.514,0.782513,"Ljubljana, Slovenia","Ljubljana","locality","Slovenia","SI","Ljubljana","Ljubljana","","1000","",1.25793
126554043,"F5055754CCA6449B95CFCBE425948362","2019-09-01 00:02:40","2019-09-01 00:03:14","7772387","5","110.54.xxx.xxx",4101,4844,65,"Mandaluyong","Philippines","PH",14.5800,121.0000,"Globe Telecom","Globe Mobile","1","22","2","Philippines","PH","Metro Manila","00","Malate",14.566,120.983,1.44787,"Philippines","Philippines","country","Philippines","PH","","","","","",2.32752
126554044,"C1D0400145434E278B29262719470B6E","2019-09-01 00:02:36","2019-09-01 00:03:15","8068067","5","49.244.xxx.xxx",758,206,199,"Siliguri","India","IN",26.8367,89.3843,"GALAXYNET CONNECTIONS PVT LTD.","Nepal Telecom","1","2","2","Nepal","NP","Eastern Region","4","Chandra Garhi",26.583,88.066,83.2784,"Bhadrapur 57200, Nepal","Bhadrapur","locality","Nepal","NP","Eastern Region","Mechi","","57200","",133.874
126554045,"24551DD479294F4FBC0303758BD51C3B","2019-09-01 00:02:35","2019-09-01 00:03:15","6903525","5","188.146.xxx.xxx",6001,5621,95,"Warsaw","Poland","PL",52.2323,21.0084,"T-Mobile Polska S.A.","T-mobile Polska","1","2","2","Poland","PL","Masovian Voivodeship","MZ","Warsaw",52.250,21.000,1.27498,"02, Poland","Warsaw","locality","Poland","PL","Masovian Voivodeship","Warszawa","Warszawa","02","",2.04959
126554046,"9029AE86919A49A8B7BC2AC5C8383655","2019-09-01 00:02:26","2019-09-01 00:03:16","7783048","5","124.122.xxx.xxx",94656,94166,5,"Nonthaburi","Thailand","TH",13.8621,100.5144,"3BB","True Internet","1","22","2","Thailand","TH","Bangkok","10","Bangkok",13.750,100.516,7.75551,"Sai Ma, Mueang Nonthaburi District, Nonthaburi, Thailand","Sai Ma","locality","Thailand","TH","Nonthaburi","Mueang Nonthaburi District","","11000","",12.4674
126554047,"D106873799A241BAAACDEAA66847E697","2019-09-01 00:02:51","2019-09-01 00:03:16","7625437","4","79.42.xxx.xxx",9990,0,40,"Aversa","Italy","IT",40.9667,14.2000,"YouCall","UNKNOWN","","2","2","Italy","IT","Campania","72","Aversa",40.966,14.200,0,"","","","","","","","","","",0
126554048,"6A312044C94A4669BA7E9370E757F4C0","2019-09-01 00:02:47","2019-09-01 00:03:17","6903119","5","91.186.xxx.xxx",20075,10894,46,"Magdeburg","Germany","DE",52.1333,11.6167,"MDCC Magdeburg-City-Com GmbH","Wobcom GmbH","1","2","2","Germany","DE","Lower Saxony","NI","Wolfsburg",52.433,10.800,40.3101,"Wolfsburg, Germany","Wolfsburg","locality","Germany","DE","Lower Saxony","","","38442","",64.8006
126554049,"4830E4ABA497466EB92B8DDE624011E8","2019-09-01 00:03:17","2019-09-01 00:03:17","526168","4","93.23.xxx.xxx",50069,40387,43,"Paris","France","FR",48.8742,2.3470,"SFR SAS","SFR","1","22","2","France","FR","UNKNOWN","??",\N,48.858,2.338,1.16931,"France","France","country","France","FR","","","","","",1.87973
126554050,"7ED75F277396436FA973F5B0C244669C","2019-09-01 00:02:43","2019-09-01 00:03:18","8125026","5","175.36.xxx.xxx",95474,36168,8,"Gold Coast","Australia","AU",-28.0160,153.0167,"Optus","Optus","1","22","2","Australia","AU","Queensland","QLD","Bardon",-27.461,152.979,38.4581,"Bardon QLD, Australia","Bardon","locality","Australia","AU","Queensland","Brisbane City","","4065","",61.8234
