test_id,iphone_device_id,test_date,client_ip_address,download_kbps,upload_kbps,latency,server_name,server_country,server_country_code,server_latitude,server_longitude,server_sponsor_name,client_country,client_country_code,client_region_name,client_region_code,client_city,client_latitude,client_longitude,miles_between,pre_connection_type,post_connection_type,isp_name,is_isp,network_operator_name,iso_country_code,mcc,mnc,model,version,location_type,gmaps_formatted_address,gmaps_name,gmaps_type,gmaps_country,gmaps_country_code,gmaps_region,gmaps_subregion,gmaps_subsubregion,gmaps_postal_code,client_ipv6_address,client_latitude_start,client_longitude_start,location_type_start,km_between
3423740770,172774834,"2019-09-01 00:00:00","223.24.xxx.xxx",38302,24105,23,"Bangkok","Thailand","TH",13.7500,100.4833,"NIPA.CLOUD 1st Cloud Thailand","Thailand","TH","Bangkok","10","Bangkok",13.761,100.532,3.3985,12,12,"True Internet","1","TRUE-H","TH","520","0","iPhone 6S Plus","12.4",2,"Bangkok, Thailand","Bangkok","locality","Thailand","TH","","","","10400","","13.76180","100.53240",2,3.60764
3423740782,153366849,"2019-09-01 00:00:00","42.108.xxx.xxx",7860,8421,29,"Pune","India","IN",18.5203,73.8567,"Vodafone Idea Ltd","India","IN","Maharashtra","MH","Ambajogai",18.720,76.381,166.1,12,12,"Vodafone India","1","Vodafone India","IN","404","27","iPhone5S","12.4.1",1,"Ambajogai, Maharashtra 431517, India","Ambajogai","locality","India","IN","Maharashtra","Beed","","431517","","18.72017","76.38188",1,267.278
3423740791,169596888,"2019-09-01 00:00:01","42.153.xxx.xxx",3029,7374,16,"Kuala Lumpur","Malaysia","MY",3.1357,101.6880,"U Mobile","Malaysia","MY","Selangor","10","Kapar",3.142,101.441,17.0509,12,12,"Webe Digital Sdn. Bhd.","1","Carrier","my","502","153","iPhone5S","12.4.1",1,"Kapar, Selangor, Malaysia","Kapar","locality","Malaysia","MY","Selangor","Klang","Kapar","42200","","3.14260","101.44108",1,33.8318
3423740792,174400865,"2019-09-01 00:00:01","180.217.xxx.xxx",15115,14504,19,"Taipei","Taiwan","TW",25.0333,121.5333,"KGEX ISP","Taiwan","TW","Taipei City","TPE","Taipei",25.047,121.531,1.00736,12,12,"Vibo Telecom","1","台灣之星","TW","466","89","iPhone 8","12.4",2,"Taipei, Taipei City, Taiwan","Taipei","locality","Taiwan","TW","Taipei City","","","104","","25.04780","121.53180",2,1.06286
3423740799,135293692,"2019-09-01 00:00:01","27.55.xxx.xxx",3836,9970,35,"Pattaya","Thailand","TH",12.9276,100.8771,"AIS","Thailand","TH","Chon Buri","20","Ban Bueng",13.032,101.078,15.3681,12,12,"True Internet","1","TRUE-H","TH","520","0","iPhone 7","12.4.1",1,"Bo Win, Si Racha District, Chon Buri, Thailand","Bo Win","locality","Thailand","TH","Chon Buri","Si Racha District","","20230","","13.03264","101.07801",1,20.4095
3423740800,174392448,"2019-09-01 00:00:01","91.193.xxx.xxx",22544,11495,28,"Domodedovo","Russian Federation","RU",55.4086,37.9061,"Gigacom Systems LLC","Russia","RU","Moscow Oblast","MOS","Soloslovo",55.681,37.150,35.0709,12,12,"VimpelCom","1","Beeline","RU","250","99","iPhone 8","12.4.1",1,"Lapino, Moskovskaya oblast', Russia, 143081","Lapino","locality","Russia","RU","Moscow Oblast","Odintsovsky District","","143081","","55.68135","37.15063",1,57.3389
3423740804,159419565,"2019-09-01 00:00:01","186.156.xxx.xxx",19925,16238,42,"Santiago","Chile","CL",-33.4378,-70.6503,"SEiT SPA","Chile","CL","Antofagasta Region","AN","Antofagasta",-23.688,-70.406,674.511,12,12,"VTR BANDA ANCHA S.A.","1","vtr","CL","730","8","iPhone 7","13.0",1,"Antofagasta, Antofagasta, Antofagasta Region, Chile","Antofagasta","locality","Chile","CL","Antofagasta Region","Antofagasta Province","Antofagasta","","","-23.68972","-70.40790",1,1088.63
3423740806,171566511,"2019-09-01 00:00:02","93.168.xxx.xxx",16885,530,35,"Kharj","Saudi Arabia","SA",24.1455,47.3119,"Saudi Telecom Company (STC)","Saudi Arabia","SA","Riyadh Province","01","Riyadh",24.555,46.719,46.8863,12,12,"SaudiNet","1","STC","SA","420","1","iPhone XS","13.1",1,"Riyadh Saudi Arabia","Riyadh","locality","Saudi Arabia","SA","Riyadh Province","","","14716","","24.55526","46.71919",1,82.7306
3423740817,173386764,"2019-09-01 00:00:02","188.170.xxx.xxx",365,1061,51,"Saint Petersburg","Russia","RU",59.9333,30.3333,"Ltd \"Asarta\"","Russia","RU","St Petersburg","SPE","St Petersburg",59.898,30.261,3.47225,12,12,"PJSC MegaFon","1","MegaFon","RU","250","2","iPhone X","12.4.1",2,"St Petersburg, Russia","Saint Petersburg","locality","Russia","RU","Saint Petersburg","gorod Sankt-Peterburg","","198099","","59.89810","30.26190",2,7.60563
3423740818,143794723,"2019-09-01 00:00:02","213.205.xxx.xxx",3088,99,40,"Newport","Wales","GB",51.5833,-3.0000,"Hub Network Services Ltd","United Kingdom","GB","Worcestershire","WOR","Alvechurch",52.386,-1.946,71.4199,12,12,"EE Mobile","1","EE","GB","234","30","iPhone5S","12.4",1,"Birmingham B38, UK","Alvechurch","locality","United Kingdom","GB","England","Worcestershire","Bromsgrove District, Alvechurch","B38","","52.38658","-1.94659",1,110.141
3423740820,166102494,"2019-09-01 00:00:02","93.22.xxx.xxx",137301,34315,23,"Paris","France","FR",48.8742,2.3470,"SFR SAS","France","FR","Île-de-France","IDF","Paris",48.854,2.352,1.40054,12,12,"SFR","1","SFR","FR","208","10","iPhone 7","13.1.2",2,"Paris, France","Paris","locality","France","FR","Île-de-France","Paris","","75004","","48.85430","2.35270",2,1.30363
3423740822,166012767,"2019-09-01 00:00:02","176.47.xxx.xxx",520,5943,60,"Medina","Saudi Arabia","SA",24.5247,39.5692,"Saudi Telecom Company","Saudi Arabia","SA","Al Madinah Province","03","Medina",24.519,39.533,2.28866,12,12,"SaudiNet","1","STC","SA","420","1","iPhone XS Max","13.0",1,"Medina Saudi Arabia","Medina","locality","Saudi Arabia","SA","Al Madinah Province","","","42338","","24.51785","39.53349",1,7.72329
3423740829,154998049,"2019-09-01 00:00:03","37.219.xxx.xxx",16535,19414,35,"Hamina","Finland","FI",60.5667,27.2000,"Haminan Energia Oy","Finland","FI","Eastern Finland","IS","Tolosenmäki",62.089,30.137,143.476,12,12,"DNA Oyj","1","dna","FI","244","12","iPhone 7","12.4.1",1,"Kitee, Finland","Kitee","administrative_area_level_3","Finland","FI","Kitee","","","82500","","62.08926","30.13768",1,231.696
3423740834,126308528,"2019-09-01 00:00:03","107.77.xxx.xxx",27825,16184,26,"Houston, TX","United States","US",29.7631,-95.3631,"AT&T Wireless","United States","US","Texas","TX","Houston",29.754,-95.409,2.83751,12,12,"AT&T Wireless","1","AT&T","US","310","410","iPhone 8 Plus","13.0",2,"Houston, TX, USA","Houston","locality","United States","US","Texas","Harris County","","77019","","29.75450","-95.40930",2,29.5664
3423740852,154891434,"2019-09-01 00:00:04","223.138.xxx.xxx",2138,14287,17,"Taichung","Taiwan","TW",24.1500,120.6667,"Chunghwa Mobile","Taiwan","TW","Taichung City","TXG","Fengyuan",24.261,120.729,8.66801,12,12,"Chunghwa Telecom","1","中華電信","TW","466","92","iPhone X","12.4",1,"420, Taiwan, 台中市豐原區翁明里","翁明里","administrative_area_level_4","Taiwan","TW","Taichung City","Fengyuan District","翁明里","420","","24.25883","120.72651",1,12.1531
3423740860,156030904,"2019-09-01 00:00:05","174.255.xxx.xxx",78171,27791,67,"Fort Worth, TX","United States","US",32.7253,-97.3206,"Spectrum","United States","US","Texas","TX","Belton",31.079,-97.456,114.123,2,12,"VERIZON WIRELESS","1","Spectrum","US","311","480","iPhone XR","12.4.1",1,"Belton, TX, USA","Belton","locality","United States","US","Texas","Bell County","","76513","","31.07946","-97.45662",1,187.684
3423740869,146026493,"2019-09-01 00:00:05","183.83.xxx.xxx",14785,4643,28,"Hyderabad","India","IN",17.3700,78.4800,"Airtel Broadband","India","IN","Telangana","TG","Hyderabad",17.430,78.398,6.83512,12,12,"ACT Fibernet","1","AirTel","IN","404","49","iPhone 8 Plus","12.4.1",1,"Hyderabad, Telangana, India","Hyderabad","locality","India","IN","Telangana","","","500033","","17.43091","78.39846",1,0.836842
3423740879,174789139,"2019-09-01 00:00:06","39.8.xxx.xxx",71875,19848,22,"Zhongli","Taiwan","TW",24.9722,121.2054,"KGEX ISP","Taiwan","TW","Taoyuan City","TAO","Taoyuan District",25.011,121.298,6.4141,12,12,"FarEasTone","1","遠傳電信","TW","466","1","iPhone XR","13.0",1,"Taoyuan, Taoyuan District, Taoyuan City, Taiwan","Taoyuan","locality","Taiwan","TW","Taoyuan City","Taoyuan District","南門里","330","","25.01135","121.29807",1,10.2314
3423740880,174785301,"2019-09-01 00:00:06","199.119.xxx.xxx",71935,23061,17,"Vancouver, BC","Canada","CA",49.2505,-123.1119,"TELUS Mobility","Canada","CA","Alberta","AB","Calgary",50.915,-113.892,424.802,12,12,"Globalive Wireless Management Corp.","0","Freedom Mobile","CA","302","490","iPhone XR","13.1",2,"Calgary, AB, Canada","Calgary","locality","Canada","CA","Alberta","Division No. 6","","T3S","","50.91570","-113.89200",2,678.392
3423740904,161877397,"2019-09-01 00:00:08","178.133.xxx.xxx",16320,22282,28,"Kiev","Ukraine","UA",50.4500,30.5233,"MIIT","Ukraine","UA","Kyiv city","30","Kyiv",50.458,30.368,6.82847,12,12,"PrJSC VF UKRAINE","1","Vodafone UA","UA","255","1","iPhone X","12.4",1,"Kiev, Ukraine, 02000","Kiev","locality","Ukraine","UA","Kyiv city","Kyiv City","","02000","","50.45679","30.36996",1,1.91494
3423740905,172215785,"2019-09-01 00:00:08","46.56.xxx.xxx",999,1064,33,"Minsk","Belarus","BY",53.9000,27.5667,"Amigo.Minsk","Belarus","BY","Minsk Region","MI","Zhdanovichi",53.590,26.848,36.3482,6,6,"Unitary enterprise velcom","1","Velcom","BY","257","1","iPhone SE","12.3.1",1,"Заречье, Belarus","Заречье","locality","Belarus","BY","Minsk Region","Stowbtsy District","","","","53.59030","26.84883",1,57.7325
3423740908,139881864,"2019-09-01 00:00:08","115.164.xxx.xxx",30897,7709,41,"Kuala Lumpur","Malaysia","MY",3.1357,101.6880,"Maxis","Malaysia","MY","Federal Territory of Kuala Lumpur","14","Kuala Lumpur",3.139,101.706,1.26383,12,12,"DIGI","1","DiGi","MY","502","16","iPhone 6S","11.4",2,"Kuala Lumpur, Federal Territory of Kuala Lumpur, Malaysia","Kuala Lumpur","locality","Malaysia","MY","Federal Territory of Kuala Lumpur","","","50150","","3.11890","101.67460",2,3.69529
3423740916,140531802,"2019-09-01 00:00:09","47.15.xxx.xxx",2716,2431,25,"Kolkata","India","IN",22.5667,88.3667,"Hathway Cable & Datacom Ltd","India","IN","West Bengal","WB","Kolkata",22.556,88.332,2.29023,12,12,"Jio","1","Jio","IN","405","873","iPhone X","12.4.1",1,"Kolkata, West Bengal 700001, India","Kolkata","locality","India","IN","West Bengal","Kolkata","","700021","","22.55631","88.33382",1,0.447119
3423740918,156478956,"2019-09-01 00:00:09","1.128.xxx.xxx",81772,20064,27,"Brisbane","Australia","AU",-27.4728,153.0278,"Superloop","Australia","AU","Queensland","QLD","Deagon",-27.332,153.064,9.99894,12,12,"Telstra Internet","1","Telstra","AU","505","1","iPhone 7","12.4.1",1,"Deagon QLD, Australia","Deagon","locality","Australia","AU","Queensland","Brisbane City","","4017","","-27.33202","153.06478",1,15.9776
3423740931,154837101,"2019-09-01 00:00:10","93.36.xxx.xxx",38320,48687,38,"Milan","Italy","IT",45.4640,9.1916,"Fastweb SpA","Italy","IT","Piedmont","21","Turin",45.070,7.707,77.1896,12,12,"Fastweb","1","Carrier","IT","222","8","iPhone XS","13.1",1,"Turin, Italy","Turin","locality","Italy","IT","Piedmont","Metropolitan City of Turin","Turin","10153","","45.07061","7.70777",1,127.926
3423740947,165606998,"2019-09-01 00:00:11","174.223.xxx.xxx",14016,4594,36,"Birmingham, AL","United States","US",33.5248,-86.8127,"Verizon","United States","US","Alabama","AL","Troy",31.780,-85.939,130.916,12,12,"VERIZON WIRELESS","1","Verizon","US","311","480","iPhone 6S Plus","12.4.1",1,"Troy, AL, USA","Troy","locality","United States","US","Alabama","Pike County","","36081","2600:1005:b15d:d93x:xxxx:xxxx:xxxx:xxxx","31.78072","-85.93953",1,203.376
3423740949,142924476,"2019-09-01 00:00:11","101.10.xxx.xxx",10115,1079,27,"Taipei","Taiwan","TW",25.0333,121.5333,"WiFly","Taiwan","TW","Taipei City","TPE","Taipei",25.047,121.531,1.00736,12,12,"Taiwan Mobile","1","台湾大哥大","TW","466","97","iPhone 8","11.4",2,"Taipei, Taipei City, Taiwan","Taipei","locality","Taiwan","TW","Taipei City","","","104","","25.04780","121.53180",2,1.06286
3423740952,128603997,"2019-09-01 00:00:11","82.132.xxx.xxx",27146,11143,40,"York","Great Britain","GB",53.9583,-1.0803,"Bytemark Hosting","United Kingdom","GB","North Yorkshire","NYK","Bagby",54.221,-1.273,19.843,12,12,"Telefonica O2 UK","1","O2","GB","234","10","iPhone X","12.4",1,"Thirsk, North Yorkshire YO7, UK","Balk","administrative_area_level_4","United Kingdom","GB","England","North Yorkshire","Hambleton District, Balk","YO7","","54.22190","-1.27328",1,31.6365
3423740954,173844922,"2019-09-01 00:00:11","157.39.xxx.xxx",6962,14883,48,"Shimla","India","IN",31.1048,77.1734,"Jio","India","IN","Chandigarh","CH","Chandigarh",30.713,76.752,36.8442,12,12,"Jio","1","Jio","IN","405","867","iPhone SE","12.3.1",1,"Chandigarh, Chandigarh 160017, India","Chandigarh","locality","India","IN","Chandigarh","","","160045","","30.71357","76.75209",1,55.027
3423740958,142933579,"2019-09-01 00:00:11","188.238.xxx.xxx",7165,1391,22,"Salo","Finland","FI",60.3900,23.1172,"Lounea","Finland","FI","Southwest Finland","19","Raisio",60.493,22.156,33.5566,12,12,"Telia Finland Oyj","1","Telia FI","FI","244","91","iPhone X","12.4.1",1,"21200 Raisio, Finland","Raisio","locality","Finland","FI","Raisio","","","21200","","60.49338","22.15636",1,52.275
3423740962,164984585,"2019-09-01 00:00:11","49.196.xxx.xxx",178028,23381,16,"Perth","Australia","AU",-31.9554,115.8585,"Optus","Australia","AU","Western Australia","WA","Palmyra",-32.045,115.791,7.40104,12,12,"Optus","1","OPTUS","AU","505","2","iPhone XS","12.3.1",1,"Melville WA 6156, Australia","Melville","locality","Australia","AU","Western Australia","City of Melville","","6156","","-32.04597","115.79132",1,12.0883
3423740967,153272386,"2019-09-01 00:00:12","176.59.xxx.xxx",11034,7384,94,"Ekaterinburg","Russian Federation","RU",56.8333,60.5833,"Ural WES","Russia","RU","Sverdlovsk Oblast","SVE","Yekaterinburg",56.851,60.612,1.68822,12,12,"Tele2 Russia","1","TELE2","RU","250","20","iPhone 7","13.0",2,"Yekaterinburg, Sverdlovsk Oblast, Russia","Yekaterinburg","locality","Russia","RU","Sverdlovsk Oblast","gorod Ekaterinburg","","620027","","56.85190","60.61220",2,3.22362
3423740999,152667292,"2019-09-01 00:00:14","80.12.xxx.xxx",30766,25462,18,"Saint-Denis La Réunion","France","FR",-20.8907,55.4551,"ORANGE FRANCE","Reunion","RE","Unknown","??","Le Tampon",-21.265,55.526,26.301,12,12,"Orange","1","Orange Reunion","RE","647","0","iPhone XS Max","12.4.1",1,"Le Tampon, 97430, Reunion","Le Tampon","administrative_area_level_3","Reunion","RE","Arrondissement of Saint-Pierre","Le Tampon","","","","-21.26501","55.52675",1,42.306
3423741001,126238944,"2019-09-01 00:00:14","113.210.xxx.xxx",15202,6313,63,"Batam","Indonesia","ID",1.0667,104.0167,"Telin","Malaysia","MY","Sarawak","13","Kuching",1.545,110.354,439.513,12,12,"Maxis Communications","1","Maxis","MY","502","12","iPhone 8 Plus","12.3.2",1,"Kuching, Sarawak, Malaysia","Kuching","locality","Malaysia","MY","Sarawak","Bahagian Kuching","Kuching","93200","","1.54544","110.35437",1,709.542
3423741003,115111863,"2019-09-01 00:00:14","106.206.xxx.xxx",1308,5040,41,"Bangalore","India","IN",12.9833,77.5833,"Hathway Cable & Datacom Ltd","India","IN","Karnataka","KA","Bengaluru",12.858,77.780,15.8653,12,12,"BHARTI Airtel","1","AirTel","IN","404","45","iPhone 7","12.1.3",1,"Bengaluru, Karnataka 560001, India","Bengaluru","locality","India","IN","Karnataka","Bangalore Urban","","562125","","","",0,0.011135
3423741004,172882451,"2019-09-01 00:00:14","188.238.xxx.xxx",34999,7575,19,"Helsinki","Finland","FI",60.1708,24.9375,"Nebula Oy","Finland","FI","Tavastia Proper","06","Ryttylae",60.817,24.767,45.1025,12,12,"Telia Finland Oyj","1","Telia FI","FI","244","91","iPhone X","12.4",1,"Hausjärvi, Finland","Hausjärvi","administrative_area_level_3","Finland","FI","Hausjärvi","","","12310","","60.81747","24.76779",1,72.4274
3423741007,174161297,"2019-09-01 00:00:14","47.60.xxx.xxx",12270,8331,45,"Valencia","Spain","ES",39.4699,-0.3763,"Vodafone ES","Spain","ES","Valencian Community","VC","Campoamor R-5",37.906,-0.751,110.028,12,12,"Vodafone Spain","1","Vodafone","ES","214","1","iPhone XS Max","12.4.1",1,"Orihuela, Alicante, Spain","Orihuela","administrative_area_level_4","Spain","ES","Valencian Community","Alicante","Vega Baja del Segura, Orihuela","03189","","37.90641","-0.75155",1,177.47
3423741014,154904725,"2019-09-01 00:00:15","213.93.xxx.xxx",79303,39704,15,"Amsterdam","Netherlands","NL",52.3667,4.9000,"NFOrce Entertainment B.V.","Netherlands","NL","Flevoland","FL","Almere Stad",52.398,5.288,16.5524,12,12,"Ziggo","1","Tele2 NL","NL","204","2","iPhone XR","13.0",1,"1335 Almere, Netherlands","Almere","locality","Netherlands","NL","Flevoland","Almere","","1335","","52.39877","5.28620",1,16.9741
3423741018,156092469,"2019-09-01 00:00:15","49.230.xxx.xxx",118323,48343,24,"Pathum Wan","Thailand","TH",13.7402,100.5352,"AIS","Thailand","TH","Bangkok","10","Bangkok",13.750,100.539,0.739774,12,12,"AIS Mobile","1","AIS","TH","520","3","iPhone XR","13.1.1",1,"Bangkok, Thailand","Bangkok","locality","Thailand","TH","","","","10400","2001:44c8:4148:f15x:xxxx:xxxx:xxxx:xxxx","13.75006","100.53947",1,2.27614
3423741024,170718893,"2019-09-01 00:00:16","49.195.xxx.xxx",3245,1871,151,"Sydney","Australia","AU",-33.8600,151.2111,"Exetel","Australia","AU","New South Wales","NSW","Croydon",-33.871,151.119,5.29923,6,6,"Optus","1","OPTUS","AU","505","2","iPad7,6","12.2",2,"Five Dock NSW, Australia","Five Dock","locality","Australia","AU","New South Wales","City of Canada Bay Council","","2046","","-33.87100","151.11980",2,9.09286
3423741025,138857336,"2019-09-01 00:00:16","42.108.xxx.xxx",1554,9029,31,"Agra","India","IN",27.1767,78.0081,"Vodafone Idea Ltd","India","IN","Uttar Pradesh","UP","Meerut",28.980,77.706,126.086,12,12,"Vodafone India","1","Vodafone India","IN","405","66","iPhone 7","13.1.1",2,"Meerut, Uttar Pradesh, India","Meerut","locality","India","IN","Uttar Pradesh","Meerut","","250002","","28.98000","77.70640",2,203.135
3423741030,174791649,"2019-09-01 00:00:16","42.73.xxx.xxx",8160,5852,30,"New Taipei","Taiwan","TW",25.0111,121.4458,"Friday Media","Taiwan","TW","Hsinchu City","HSQ","Hsinchu",24.810,120.976,32.5306,12,12,"Chunghwa Telecom","1","中華電信","TW","466","92","iPhone 7 Plus","11.0.3",1,"Hsinchu, East District, Hsinchu City, Taiwan","Hsinchu","locality","Taiwan","TW","Taiwan Province","Hsinchu City","North District","300","","24.81019","120.97696",1,53.0644
3423741035,131975709,"2019-09-01 00:00:16","101.12.xxx.xxx",82501,18137,26,"Miaoli","Taiwan","TW",24.5602,120.8214,"Chief Telecom","Taiwan","TW","Hsinchu City","HSQ","Hsinchu",24.810,120.976,19.8664,12,12,"Taiwan Mobile","1","台湾大哥大","TW","466","97","iPhone X","12.1.3",1,"Hsinchu, East District, Hsinchu City, Taiwan","Hsinchu","locality","Taiwan","TW","Taiwan Province","Hsinchu City","North District","300","","","",0,31.1258
3423741037,174587686,"2019-09-01 00:00:16","89.24.xxx.xxx",25876,17501,55,"Prague","Czech Republic","CZ",50.0755,14.4378,"Nordic Telecom s.r.o.","Czech Republic","CZ","Hlavní město Praha","10","Prague",50.076,14.514,3.41897,12,12,"T-Mobile Czech Republic","1","T-Mobile CZ","CZ","230","1","iPhone 7 Plus","12.4",2,"Prague, Czech Republic","Prague","locality","Czech Republic","CZ","Hlavní město Praha","Hlavní město Praha","","100 00","","50.07660","14.51480",2,2.23716
3423741058,164741813,"2019-09-01 00:00:17","217.118.xxx.xxx",503,1205,31,"Ob","Russian Federation","RU",54.9917,82.7125,"Ob-Telecom","Russia","RU","Novosibirsk Oblast","NVS","Novosibirsk",55.041,82.942,9.74921,6,6,"VimpelCom","1","Beeline","RU","250","99","iPhone 7","13.1",2,"Novosibirsk, Novosibirsk Oblast, Russia","Novosibirsk","locality","Russia","RU","Novosibirsk Oblast","gorod Novosibirsk","","630005","","55.04100","82.94280",2,15.1758
3423741060,145983969,"2019-09-01 00:00:17","77.18.xxx.xxx",8153,211,43,"Oslo","Norway","NO",59.9494,10.7564,"AVUR","Norway","NO","Ostfold","01","Skiptvet",59.497,11.084,33.2662,12,12,"Telenor Norge AS","1","Telenor","NO","242","1","iPhone 8","12.4",1,"Skiptvet, Norway","Skiptvet","administrative_area_level_2","Norway","NO","Ostfold","Skiptvet","","1816","","59.49778","11.08486",1,57.1837
3423741061,142264266,"2019-09-01 00:00:17","182.232.xxx.xxx",158873,57184,23,"Bangkok","Thailand","TH",13.7500,100.4833,"TOT Public Company Limited","Thailand","TH","Bangkok","10","Bang Na",13.650,100.683,15.0795,12,12,"AIS Mobile","1","AIS","TH","520","3","iPhone X","12.4",1,"Bang Kaeo, Bang Phli District, Samut Prakan, Thailand","Bang Kaeo","locality","Thailand","TH","Samut Prakan","Bang Phli District","","10540","","13.65099","100.68321",1,19.4586
3423741064,154184274,"2019-09-01 00:00:17","174.206.xxx.xxx",10859,15524,23,"Richardson, TX","United States","US",32.7700,-96.7800,"AT&T","United States","US","Texas","TX","Farmersville",33.244,-96.296,43.1848,12,12,"VERIZON WIRELESS","1","Verizon","US","311","480","iPad Air 2","11.2.5",1,"Collin County, TX, USA","Collin County","administrative_area_level_2","United States","US","Texas","Collin County","","75442","","33.24493","-96.29675",1,60.7246
3423741096,174724673,"2019-09-01 00:00:20","91.193.xxx.xxx",59419,19766,27,"Moscow","Russian Federation","RU",55.7517,37.6178,"MGTS","Russia","RU","Moscow","MOW","Moscow",55.752,37.617,0.0730052,12,12,"VimpelCom","1","Beeline","RU","250","99","iPhone 7","12.2",2,"Moscow, Russia","Moscow","locality","Russia","RU","Moscow","gorod Moskva","","109012","","","",0,0.148525
3423741097,143577853,"2019-09-01 00:00:20","182.232.xxx.xxx",7458,17312,39,"Bangkok","Thailand","TH",13.7500,100.4833,"Symphony Communication Public Company Limited","Thailand","TH","Bangkok","10","Bangkok",13.754,100.611,8.6045,12,12,"AIS Mobile","1","AIS","TH","520","3","iPhone 8 Plus","12.2",1,"Bangkok, Thailand","Bangkok","locality","Thailand","TH","","","","10240","","13.75490","100.61127",1,3.60764
3423741104,157144511,"2019-09-01 00:00:21","85.140.xxx.xxx",13247,4567,49,"Tobolsk","Russia","RU",58.1953,68.2581,"MegaFon","Russia","RU","Khanty-Mansi Autonomous Okrug","KHM","Khanty-Mansiysk",61.028,69.150,198.443,6,6,"MTS PJSC","1","Mobile TeleSystems","RU","250","1","iPhone 7","12.4",1,"Khanty-Mansiysk, Khanty-Mansi Autonomous Okrug, Russia","Khanty-Mansiysk","locality","Russia","RU","Khanty-Mansi Autonomous Okrug","gorod Khanty-Mansiysk","","628010","","61.02866","69.14972",1,315.121
3423741107,141140757,"2019-09-01 00:00:21","116.199.xxx.xxx",30556,2347,12,"Guangzhou","China","CN",23.1333,113.2667,"Guangzhou Unicom 5G","China","CN","Guangdong","GD","Guangzhou",23.116,113.250,1.56439,2,12,"GuangZhou Radio & Television network Co.,LTD","0","中国移动","CN","460","0","iPhone 7 Plus","12.4.1",2,"Guangzhou, Guangdong, China","Guangzhou","locality","China","CN","Guangdong","","","","","23.11670","113.25000",2,2.51484
3423741114,174086740,"2019-09-01 00:00:21","85.255.xxx.xxx",19388,12457,42,"Douglas","Isle of Man","IM",54.1675,-4.4824,"Manx Telecom","United Kingdom","GB","East Renfrewshire","ERW","Eaglesham",55.741,-4.309,109.086,12,12,"Vodafone Limited","1","vodafone UK","GB","234","15","iPhone XS","12.4",1,"Glasgow G76, UK","East Renfrewshire","administrative_area_level_2","United Kingdom","GB","Scotland","East Renfrewshire","","G76","","55.74132","-4.30819",1,174.652
3423741117,163149745,"2019-09-01 00:00:22","223.24.xxx.xxx",85436,29316,26,"Nonthaburi","Thailand","TH",13.8621,100.5144,"3BB","Thailand","TH","Phra Nakhon Si Ayutthaya","14","Bang Pa-in",14.310,100.634,32.0063,12,12,"True Internet","1","TRUE-H","TH","520","0","iPhone 6S","13.0",1,"Sam Ruan, Bang Pa-in District, Phra Nakhon Si Ayutthaya, Thailand","Sam Ruan","locality","Thailand","TH","Phra Nakhon Si Ayutthaya","Bang Pa-in District","","13160","","14.31001","100.63412",1,41.9285
3423741121,105899271,"2019-09-01 00:00:22","187.228.xxx.xxx",1835,21,85,"Mexico City","Mexico","MX",19.4300,-99.1300,"AXTEL","Mexico","MX","Morelos","MOR","San Carlos",18.895,-99.014,37.7145,12,12,"Telmex","1","AT&T","MX","334","50","iPhone 6S","12.4.1",1,"Yautepec, Mor., Mexico","Yautepec","administrative_area_level_2","Mexico","MX","Morelos","Yautepec","","","","18.88622","-98.99254",1,59.6902
3423741124,137799568,"2019-09-01 00:00:22","82.132.xxx.xxx",49629,20778,85,"Nice","France","FR",43.7028,7.2692,"DFOX","France","FR","Provence-Alpes-Côte d'Azur","PAC","Sainte-Maxime",43.342,6.679,38.6687,12,12,"Telefonica O2 UK","1","O2","GB","234","10","iPhone 6S","12.4.1",1,"Sainte-Maxime, France","Sainte-Maxime","locality","France","FR","Provence-Alpes-Côte d'Azur","Var","","83120","","43.34259","6.67960",1,68.0928
3423741125,174791449,"2019-09-01 00:00:22","114.137.xxx.xxx",10912,13938,20,"Taoyuan","Taiwan","TW",25.0764,121.2239,"Chunghwa Mobile","Taiwan","TW","Hsinchu City","HSQ","Hsinchu",24.809,120.976,24.1144,12,12,"Chunghwa Telecom","1","中華電信","TW","466","92","iPhone 7 Plus","12.3.1",1,"Hsinchu, East District, Hsinchu City, Taiwan","Hsinchu","locality","Taiwan","TW","Taiwan Province","Hsinchu City","North District","300","","24.80971","120.97627",1,39.5081
3423741140,174791629,"2019-09-01 00:00:23","95.185.xxx.xxx",39888,626,47,"Jizan","Saudi Arabia","SA",17.5000,42.5000,"Saudi Telecom Company (STC)","Saudi Arabia","SA","Jazan","09","Jizan",16.894,42.533,41.9525,12,12,"SaudiNet","1","STC","SA","420","1","iPhone XS","13.1",1,"Jazan Saudi Arabia","Jazan","locality","Saudi Arabia","SA","Jazan","","","","","16.89435","42.53379",1,68.1456
3423741163,161998932,"2019-09-01 00:00:24","94.128.xxx.xxx",8316,18201,33,"Al Ahmadi","Kuwait","KW",29.3286,48.0034,"Zain Kuwait","Kuwait","KW","Mubārak al Kabīr","MU","Sabah as Salim",29.249,48.048,6.1135,12,12,"Viva Kuwait","1","Ooredoo","KW","419","3","iPhone XS Max","12.4.1",1,"Sabah Al Salem, Kuwait","Sabah Al Salem","locality","Kuwait","KW","Mubarak Al-Kabeer","","","","","29.24932","48.04819",1,9.50028
