test_id,iphone_device_id,test_date,client_ip_address,download_kbps,upload_kbps,latency,server_name,server_country,server_country_code,server_latitude,server_longitude,server_sponsor_name,client_country,client_country_code,client_region_name,client_region_code,client_city,client_latitude,client_longitude,miles_between,pre_connection_type,post_connection_type,isp_name,is_isp,network_operator_name,iso_country_code,mcc,mnc,model,version,location_type,gmaps_formatted_address,gmaps_name,gmaps_type,gmaps_country,gmaps_country_code,gmaps_region,gmaps_subregion,gmaps_subsubregion,gmaps_postal_code,client_ipv6_address,client_latitude_start,client_longitude_start,location_type_start,km_between
3423742584,130422827,"2019-09-01 00:01:57","221.192.xxx.xxx",22098,33215,36,"Tianjin","China","CN",39.1333,117.1833,"China Unicom","China","CN","Hebei","HE","Xinanzhuang",39.555,118.108,57.4708,12,12,"China Unicom Hebei","1","中国联通","CN","460","1","iPhone 6S","12.4.1",1,"Tangshan, Hebei, China","Tangshan","locality","China","CN","Hebei","","","","","39.55593","118.10830",1,110.154
3423742608,132003679,"2019-09-01 00:01:59","1.132.xxx.xxx",11366,5646,37,"Brisbane","Australia","AU",-27.4728,153.0278,"Foxtel Broadband","Australia","AU","Queensland","QLD","Upper Kedron",-27.420,152.919,7.5654,12,12,"Telstra Internet","1","Telstra","AU","505","1","iPhone X","12.4.1",1,"Upper Kedron QLD 4055, Australia","Upper Kedron","locality","Australia","AU","Queensland","Brisbane City","","4055","","-27.42088","152.91932",1,12.4048
3423742609,174791696,"2019-09-01 00:01:59","123.136.xxx.xxx",9406,1452,39,"Bayan Lepas","Malaysia","MY",5.2945,100.2593,"Cirrus Dot Com Sdn Bhd","Malaysia","MY","Perlis","09","Arau",6.448,100.279,79.8295,12,12,"U Mobile Sdn Bhd","1","U Mobile","MY","502","18","iPhone 6","12.4",1,"Arau, Perlis, Malaysia","Arau","locality","Malaysia","MY","Perlis","Perlis","","02600","","6.44847","100.27987",1,126.631
3423742615,109704467,"2019-09-01 00:02:00","62.19.xxx.xxx",38670,19848,35,"Florence","Italy","IT",43.7696,11.2558,"Arcolink by Next.it S.r.l.","Italy","IT","Tuscany","52","Florence",43.778,11.249,0.693642,12,12,"Telecom Italia Mobile","1","TIM","IT","222","1","iPhone 7","12.4.1",2,"Florence, Italy","Florence","locality","Italy","IT","Tuscany","Metropolitan City of Florence","Florence","50123","","43.77850","11.24940",2,0.566437
3423742616,142397759,"2019-09-01 00:02:00","85.140.xxx.xxx",20909,12985,18,"Nizhny Novgorod","Russian Federation","RU",56.3264,44.0078,"MTS","Russia","RU","Nizhny Novgorod Oblast","NIZ","Nizhniy Novgorod",56.219,43.863,9.22464,12,12,"MTS PJSC","1","Mobile TeleSystems","RU","250","1","iPhone X","13.0",1,"Nizhny Novgorod, Nizhny Novgorod Oblast, Russia","Nizhny Novgorod","locality","Russia","RU","Nizhny Novgorod Oblast","gorod Nizhniy Novgorod","","603123","","56.21999","43.86302",1,0.0585909
3423742617,155807159,"2019-09-01 00:02:00","49.32.xxx.xxx",11313,13194,33,"Mumbai","India","IN",18.9647,72.8258,"HNS","India","IN","Maharashtra","MH","Mumbai",18.991,72.834,1.91351,12,12,"Jio","1","Jio","IN","405","864","iPhone 6","12.4.1",2,"Mumbai, Maharashtra, India","Mumbai","locality","India","IN","Maharashtra","Mumbai","","400012","","18.99120","72.83420",2,1.14527
3423742626,174791735,"2019-09-01 00:02:00","182.232.xxx.xxx",25140,44983,22,"Bangkok","Thailand","TH",13.7500,100.4833,"NIPA.CLOUD 1st Cloud Thailand","Thailand","TH","Bangkok","10","Bangkok",13.761,100.532,3.3985,12,12,"AIS Mobile","1","AIS","TH","520","3","iPad4","10.3.3",2,"Bangkok, Thailand","Bangkok","locality","Thailand","TH","","","","10400","","13.76180","100.53240",2,3.60764
3423742629,174791736,"2019-09-01 00:02:00","1.152.xxx.xxx",65209,15439,21,"Melbourne","Australia","AU",-37.8136,144.9631,"LeapTel","Australia","AU","Victoria","VIC","Coburg",-37.736,144.956,5.32044,12,12,"Telstra Internet","1","Telstra","AU","505","1","iPhone XS Max","12.4",1,"Coburg VIC, Australia","Coburg","locality","Australia","AU","Victoria","Moreland City","","3058","","-37.73687","144.95628",1,7.07892
3423742631,171229965,"2019-09-01 00:02:00","51.253.xxx.xxx",70058,17782,39,"Yanbu","Saudi Arabia","SA",24.0232,38.1900,"Saudi Telecom Company (STC)","Saudi Arabia","SA","Makkah Province","02","Dhahban",22.096,39.031,143.632,12,12,"SaudiNet","1","STC","SA","420","1","iPhone 6S","10.0.2",1,"Saudi Arabia","Saudi Arabia","country","Saudi Arabia","SA","","","","23941","","22.09658","39.03192",1,251.299
3423742633,148983031,"2019-09-01 00:02:00","42.111.xxx.xxx",295,271,264,"New Delhi","India","IN",28.6139,77.2090,"Malik Cable & Broadband","India","IN","Delhi","DL","Delhi",28.677,77.209,4.37933,12,12,"Vodafone India","1","Vodafone India","IN","404","11","iPhone X","12.4.1",1,"Delhi, India","Delhi","locality","India","IN","Delhi","North West Delhi","","110007","","28.67808","77.20862",1,5.91909
3423742636,171182471,"2019-09-01 00:02:01","107.77.xxx.xxx",30075,3226,42,"Walnut Creek, CA","United States","US",37.9101,-122.0652,"AT&T Wireless","United States","US","Oregon","OR","Ashland",42.220,-122.735,300.26,12,12,"AT&T Wireless","1","AT&T","US","310","410","iPad8,3","13.1",1,"Jackson County, OR, USA","Jackson County","administrative_area_level_2","United States","US","Oregon","Jackson County","","97520","","42.22064","-122.73507",1,479.556
3423742653,132011597,"2019-09-01 00:02:02","134.0.xxx.xxx",90932,6608,25,"Muscat","Oman","OM",23.6100,58.5400,"AWASR","Oman","OM","Muscat Governorate","MA","Muscat",23.587,58.370,10.8559,12,12,"Omantel","1","Omantel","OM","422","2","iPhone 7 Plus","12.4.1",1,"Muscat, Oman","Muscat","locality","Oman","OM","Muscat Governorate","","","","","23.58721","58.36958",1,5.44279
3423742663,174791649,"2019-09-01 00:02:02","42.73.xxx.xxx",10618,9022,31,"New Taipei","Taiwan","TW",25.0111,121.4458,"Friday Media","Taiwan","TW","Hsinchu City","HSQ","Hsinchu",24.810,120.976,32.5306,12,12,"Chunghwa Telecom","1","中華電信","TW","466","92","iPhone 7 Plus","11.0.3",1,"Hsinchu, East District, Hsinchu City, Taiwan","Hsinchu","locality","Taiwan","TW","Taiwan Province","Hsinchu City","North District","300","","24.81019","120.97696",1,53.0644
3423742674,168697900,"2019-09-01 00:02:03","37.163.xxx.xxx",100356,17637,99,"Massarosa","Italy","IT",43.8667,10.3333,"Welcomeitalia spa","Italy","IT","Tuscany","52","Torre del Lago Puccini",43.826,10.286,3.60758,12,12,"Iliad Italia","1","Iliad","IT","222","50","iPhone 6S","12.4.1",1,"Torre del Lago, Province of Lucca, Italy","Torre del Lago","locality","Italy","IT","Tuscany","Province of Lucca","Viareggio","55049","","43.82698","10.28640",1,5.46501
3423742678,174791739,"2019-09-01 00:02:03","174.90.xxx.xxx",197384,31088,35,"Calgary, AB","Canada","CA",51.0452,-114.0630,"Bell Mobility","Canada","CA","Alberta","AB","Edmonton",53.521,-113.530,172.749,12,12,"Bell Mobility","1","Virgin","CA","302","610","iPhone XR","12.4",1,"Edmonton, AB T6G, Canada","Edmonton","locality","Canada","CA","Alberta","Division No. 11","","T6G","","53.52135","-113.53080",1,280.369
3423742686,169540097,"2019-09-01 00:02:04","221.192.xxx.xxx",1207,3125,26,"Beijing","China","CN",39.9139,116.3917,"Beijing Unicom","China","CN","Hebei","HE","Shijiazhuang",38.052,114.344,169.402,12,12,"China Unicom Hebei","1","中国联通","CN","460","1","iPhone 6S","12.2",1,"Shijiazhuang, Hebei, China","Shijiazhuang","locality","China","CN","Hebei","","","","","38.05202","114.34452",1,160.394
3423742687,173607825,"2019-09-01 00:02:04","107.77.xxx.xxx",178,463,150,"Palo Alto, CA","United States","US",37.4418,-122.1430,"Frontier","United States","US","California","CA","San Francisco",37.795,-122.420,28.8169,12,12,"AT&T Wireless","1","AT&T","US","310","410","iPhone 8","12.4",2,"San Francisco, CA, USA","San Francisco","locality","United States","US","California","San Francisco County","","94109","","37.79580","-122.42030",2,44.3251
3423742697,174666191,"2019-09-01 00:02:05","188.29.xxx.xxx",10922,7638,35,"London","United Kingdom","GB",51.5171,-0.1062,"QTS Data Centers","United Kingdom","GB","Milton Keynes","MIK","Wolverton",52.043,-0.835,47.9677,12,12,"Three","1","Three","GB","234","20","iPhone 7","12.4.1",1,"Milton Keynes MK11, UK","Calverton","administrative_area_level_4","United Kingdom","GB","England","Milton Keynes","Calverton","MK11","","52.04371","-0.83553",1,76.8103
3423742699,164184176,"2019-09-01 00:02:05","62.140.xxx.xxx",82428,26869,29,"Zoetermeer","Netherland","NL",52.0611,4.4933,"ColoCenter bv","Netherlands","NL","South Holland","ZH","Rotterdam",51.960,4.553,7.43144,12,12,"Vodafone Libertel","1","vf nl","NL","204","4","iPhone 6","12.4",2,"3068 Rotterdam, Netherlands","Rotterdam","locality","Netherlands","NL","South Holland","Government of Rotterdam","","3068","","51.96030","4.55370",2,15.4418
3423742705,119576769,"2019-09-01 00:02:06","172.58.xxx.xxx",26926,16947,28,"West Sacramento, CA","United States","US",38.5806,-121.5303,"T-Mobile","United States","US","California","CA","North Highlands",38.664,-121.367,10.5341,12,12,"T-MOBILE USA","1","T-Mobile","US","310","260","iPhone 6","11.4.1",1,"North Highlands, CA, USA","North Highlands","locality","United States","US","California","Sacramento County","","95660","2607:fb90:2776:8fex:xxxx:xxxx:xxxx:xxxx","38.66494","-121.36799",1,16.7322
3423742712,152432361,"2019-09-01 00:02:06","182.66.xxx.xxx",17084,2073,140,"Dhaka","BD","BD",23.7000,90.3667,"Delta Infocom Ltd.","India","IN","West Bengal","WB","Kolkata",22.618,88.415,144.912,12,12,"Bharti Broadband","1","AirTel","IN","404","31","iPhone X","12.4",1,"Kolkata, West Bengal 700001, India","Kolkata","locality","India","IN","West Bengal","Kolkata","","700028","","22.61847","88.41513",1,239.781
3423742713,160941435,"2019-09-01 00:02:06","62.209.xxx.xxx",6985,7224,31,"Manama","Bahrain","BH",26.2361,50.5831,"Zain Bahrain","Bahrain","BH","Muharraq Governorate","15","Al Hadd",26.240,50.655,4.47925,6,6,"Zain Bahrain B.s.c.","1","zain BH","BH","426","2","iPhone 7","12.3.1",1,"Hidd, Bahrain","Hidd","locality","Bahrain","BH","Muharraq Governorate","","","","","26.24074","50.65511",1,7.16967
3423742716,151604661,"2019-09-01 00:02:06","46.46.xxx.xxx",72879,14440,27,"Oslo","Norway","NO",59.9494,10.7564,"Iver Norge AS","Norway","NO","Oslo","03","Oslo",59.934,10.760,1.07131,12,12,"Ice Communication Norge AS","1","Carrier","NO","242","14","iPhone 8 Plus","12.4.1",1,"Oslo, Norway","Oslo","locality","Norway","NO","Oslo","","","0473","","59.93402","10.76003",1,4.12113
3423742717,174791645,"2019-09-01 00:02:06","178.247.xxx.xxx",3898,9436,332,"Kilis","Turkey","TR",36.7165,37.1147,"E-LCOM NETWORK","Turkey","TR","Hakkâri","30","Semdinli",37.231,44.657,418.229,12,12,"Turkcell","1","Turkcell","TR","286","1","iPhone 6S","12.3.1",1,"Tekeli, 30800 Günyazı/Şemdinli/Hakkâri, Turkey","Tekeli Mahallesi","administrative_area_level_4","Turkey","TR","Hakkâri","Şemdinli","Günyazı Köyü, Tekeli Mahallesi","30802","","37.23125","44.65754",1,665.39
3423742723,165525635,"2019-09-01 00:02:06","213.205.xxx.xxx",201747,57268,46,"Puteaux","France","FR",48.8847,2.2396,"ORANGE FRANCE","France","FR","Normandy","NOR","Évreux",49.016,1.168,49.4796,12,12,"EE Mobile","1","EE","GB","234","30","iPhone XR","13.1.1",1,"Évreux, France","Évreux","locality","France","FR","Upper Normandy","Eure","","27000","","49.01604","1.16885",1,80.9072
3423742727,165579950,"2019-09-01 00:02:07","217.118.xxx.xxx",14741,7491,27,"Saint Petersburg","Russian Federation","RU",59.9333,30.3333,"MTS OJSC","Russia","RU","St Petersburg","SPE","St Petersburg",59.898,30.261,3.47225,12,12,"VimpelCom","1","Beeline","RU","250","99","iPhone SE","12.4",2,"St Petersburg, Russia","Saint Petersburg","locality","Russia","RU","Saint Petersburg","gorod Sankt-Peterburg","","198099","","59.89810","30.26190",2,7.60563
3423742738,168416374,"2019-09-01 00:02:07","99.203.xxx.xxx",121208,11567,23,"Seattle, WA","United States","US",47.6062,-122.3321,"Frontier","United States","US","Washington","WA","Redmond",47.676,-122.124,10.855,12,12,"Sprint PCS","1","Sprint","US","312","530","iPhone XR","13.1.2",1,"Redmond, WA, USA","Redmond","locality","United States","US","Washington","King County","","98052","","47.67674","-122.12404",1,21.0083
3423742741,170832941,"2019-09-01 00:02:08","49.34.xxx.xxx",5910,7987,44,"Surat","India","IN",21.1700,72.8300,"HATHWAY CABLE & DATACOM LTD.","India","IN","Gujarat","GJ","Surat",21.195,72.839,1.87525,12,12,"Jio","1","Jio","IN","405","857","iPhone 8 Plus","13.1",1,"Surat, Gujarat, India","Surat","locality","India","IN","Gujarat","Surat","","395003","","21.19565","72.83989",1,0.50142
3423742744,156025310,"2019-09-01 00:02:08","120.21.xxx.xxx",6750,807,119,"Sydney","Australia","AU",-33.8600,151.2111,"Vodafone Hutchison Australia (NN)","New Zealand","NZ","Southland","STL","Te Anau",-45.418,167.716,1184.02,5,5,"Vodafone Australia","1","voda AU","AU","505","3","iPhone XS Max","12.4",1,"Te Anau, New Zealand","Te Anau","locality","New Zealand","NZ","Southland","Southland District","","9600","","-45.41850","167.71607",1,1903.3
3423742751,153886547,"2019-09-01 00:02:09","120.18.xxx.xxx",111830,19365,16,"Sydney","Australia","AU",-33.8600,151.2111,"Vodafone Hutchison Australia (NN)","Australia","AU","New South Wales","NSW","Mascot",-33.933,151.179,5.36909,12,12,"Vodafone Australia","1","voda AU","AU","505","3","iPhone XS Max","13.1",1,"Mascot NSW, Australia","Mascot","locality","Australia","AU","New South Wales","","","2020","","","",0,8.21475
3423742758,173922838,"2019-09-01 00:02:09","154.160.xxx.xxx",13907,12959,34,"Accra","Ghana","GH",5.5500,-0.2167,"Vodafone Ghana","Ghana","GH","Ashanti","AH","Kumasi",6.686,-1.708,129.26,12,12,"MTN Ghana","1","MTN","GH","620","1","iPhone XS","12.4.1",1,"Kumasi, Ghana","Kumasi","locality","Ghana","GH","Ashanti","Kumasi Metropolitan","","","","6.68661","-1.70854",1,199.596
3423742759,70558155,"2019-09-01 00:02:09","31.173.xxx.xxx",45840,9350,20,"Moscow","Russian Federation","RU",55.7517,37.6178,"Megafon","Russia","RU","Moscow Oblast","MOS","Shcherbinka",55.469,37.592,19.5488,12,12,"PJSC MegaFon","1","MegaFon","RU","250","2","iPhone 6","12.4.1",1,"Razdolye, Moskovskaya oblast', Russia","Razdolye","locality","Russia","RU","Moscow Oblast","Podolsky District","","142101","","55.46944","37.59262",1,28.2578
3423742763,171229900,"2019-09-01 00:02:10","106.219.xxx.xxx",5695,1102,52,"Lucknow","India","IN",26.8467,80.9462,"AEROCAST NETWORKS PVT LIMITED","India","IN","Uttar Pradesh","UP","Mohanlalganj",26.675,81.021,12.7098,12,12,"BHARTI Airtel","1","AirTel","IN","405","54","iPhone XR","13.1",1,"Hulas Khera, Uttar Pradesh, India","Hulas Khera","locality","India","IN","Uttar Pradesh","Lucknow","","226301","","26.67569","81.02148",1,18.283
3423742771,170876049,"2019-09-01 00:02:10","1.129.xxx.xxx",13746,1494,31,"Sydney","Australia","AU",-33.8600,151.2111,"Telstra","Australia","AU","New South Wales","NSW","Ambarvale",-34.089,150.801,28.3722,12,12,"Telstra Internet","1","Telstra","AU","505","1","iPhone 6S Plus","12.4.1",1,"Ambarvale NSW 2560, Australia","Ambarvale","locality","Australia","AU","South Australia","Campbelltown City Council","","2560","","-34.08986","150.80134",1,45.9523
3423742792,101896028,"2019-09-01 00:02:12","5.113.xxx.xxx",5608,2464,403,"Tehran","Iran","IR",35.6833,51.4167,"Sindad LLC","Iran","IR","Tehran","07","Tehran",35.716,51.406,2.3336,6,6,"Iran Cell Service and Communication Company","1","Carrier","IR","432","35","iPhone 7 Plus","12.4",1,"Tehran, Tehran, Iran","Tehran","locality","Iran","IR","Tehran","Tehran","","","","35.71604","51.40668",1,9.13081
3423742795,160704551,"2019-09-01 00:02:12","106.34.xxx.xxx",27554,8423,31,"Wuhan","China","CN",30.5833,114.2833,"China Telecom Wuhan Branch","China","CN","Henan","HA","Zhengzhou",34.683,113.532,286.968,12,12,"China Telecom HUNAN","1","中国电信","CN","460","11","iPhone SE","12.4.1",2,"Zhengzhou, Henan, China","Zhengzhou","locality","China","CN","Henan","","","","","34.68360","113.53250",2,461.316
3423742805,174750925,"2019-09-01 00:02:13","77.51.xxx.xxx",38481,3962,39,"Ramenskoye","RU","RU",55.5667,38.2167,"AVIEL","Russia","RU","Moscow Oblast","MOS","Orekhovo-Zuyevo",55.818,38.975,34.3326,12,12,"Rostelecom","1","Mobile TeleSystems","RU","250","1","iPhone XS","12.4.1",1,"Orekhovo-Zuyevo, Moscow Oblast, Russia","Orekhovo-Zuyevo","locality","Russia","RU","Moscow Oblast","gorod Orekhovo-Zuevo","","142605","","55.81890","38.97495",1,54.5647
3423742817,174790067,"2019-09-01 00:02:13","113.185.xxx.xxx",1099,391,109,"Hanoi","Vietnam","VN",21.0285,105.8542,"Supernet-hanoi","Vietnam","VN","Hanoi","HN","Hanoi",21.031,105.851,0.256367,6,6,"Vietnam Posts And Telecommunications Group","1","VinaPhone","VN","452","2","iPhone 6","12.4",2,"Hanoi, Hoàn Kiếm, Hanoi, Vietnam","Hanoi","locality","Vietnam","VN","Hanoi","Hai Bà Trưng District","","","","21.03130","105.85160",2,0.689441
3423742819,135257250,"2019-09-01 00:02:13","82.203.xxx.xxx",81771,14938,31,"Tampere","Finland","FI",61.5000,23.7667,"Elmo","Finland","FI","Southwest Finland","19","Kaarina",60.409,22.382,88.5751,13,13,"DNA Oyj","1","","","","","AppleTV5,3","13.0",2,"20780 Kaarina, Finland","Kaarina","locality","Finland","FI","Kaarina","","","20780","","60.40990","22.38250",2,140.778
3423742820,164546351,"2019-09-01 00:02:13","151.34.xxx.xxx",132859,33576,27,"Milan","Italy","IT",45.4640,9.1916,"Wind Tre","Italy","IT","Piedmont","21","Alessandria",44.916,8.618,47.0429,12,12,"Wind Tre","1","I WIND","IT","222","88","iPhone 8","13.1.1",1,"Alessandria AL, Italy","Alessandria","locality","Italy","IT","Piedmont","Province of Alessandria","Alessandria","15121","","44.91690","8.61833",1,77.222
3423742821,160323558,"2019-09-01 00:02:13","49.215.xxx.xxx",27885,24987,21,"Kaohsiung","Taiwan","TW",22.6333,120.2667,"Taiwan Mobile","Taiwan","TW","Pingtung County","PIF","Jiaping",22.646,120.618,22.4585,12,12,"TWN Broadband","1","台湾大哥大","TW","466","97","iPhone XS","12.3.1",1,"Neipu, Neipu Township, Pingtung County, Taiwan 912","Neipu","locality","Taiwan","TW","Taiwan Province","Pingtung County","Neipu Township","912","","22.64631","120.61821",1,37.5058
3423742822,163902021,"2019-09-01 00:02:14","46.114.xxx.xxx",13179,3886,47,"Frankfurt","Germany","DE",50.1109,8.6821,"creoline GmbH","Germany","DE","Hesse","HE","Trebur",49.926,8.407,17.6645,6,6,"O2 Deutschland","1","o2-de","DE","262","7","iPhone 7 Plus","12.4.1",2,"Trebur, Germany","Trebur","locality","Germany","DE","Hesse","Darmstadt","Groß-Gerau","65468","","49.92640","8.40730",2,27.5839
3423742824,92899744,"2019-09-01 00:02:14","5.31.xxx.xxx",1019,1146,39,"Dubai","United Arab Emirates","AE",25.2500,55.3000,"Orixcom","United Arab Emirates","AE","Sharjah","SH","Sharjah",25.359,55.389,9.43985,12,12,"Emirates Integrated Telecommunications Company PJS","1","du","AE","424","3","iPhone SE","12.4",1,"Sharjah - Sharjah - United Arab Emirates","Sharjah","locality","United Arab Emirates","AE","Sharjah","","","","","25.35974","55.38974",1,15.4765
3423742828,156809105,"2019-09-01 00:02:14","109.40.xxx.xxx",9972,7128,38,"Frankfurt","Germany","DE",50.1109,8.6821,"creoline GmbH","Germany","DE","Hesse","HE","Nidderau",50.222,8.881,11.7337,12,12,"Vodafone GmbH","1","Vodafone.de","DE","262","2","iPhone X","13.1.1",1,"Nidderau, Germany","Nidderau","locality","Germany","DE","Hesse","Darmstadt","Main-Kinzig-Kreis","61130","","50.22251","8.88153",1,21.9082
3423742829,123929720,"2019-09-01 00:02:14","27.246.xxx.xxx",30045,30632,27,"Taichung","Taiwan","TW",24.1500,120.6667,"Chunghwa Mobile","Taiwan","TW","Taichung City","TXG","Taichung",24.157,120.664,0.50326,12,12,"FarEasTone","1","遠傳電信","TW","466","1","iPhone 8 Plus","12.4.1",1,"Taichung, North District, Taichung City, Taiwan","Taichung","locality","Taiwan","TW","Taichung City","Wuqi District","草湳里","403","","24.15706","120.66478",1,1.66675
3423742846,98431996,"2019-09-01 00:02:15","51.252.xxx.xxx",62424,34551,48,"Jubail","Saudi Arabia","SA",26.9598,49.5687,"Saudi Telecom Company (STC)","Saudi Arabia","SA","Eastern Province","04","An Nu`ayriyah",27.473,48.498,74.8314,12,12,"SaudiNet","1","STC","SA","420","1","iPhone 6S Plus","13.0",1,"Nairyah Saudi Arabia","Nairyah","locality","Saudi Arabia","SA","Eastern Province","","","37484","","27.47351","48.49804",1,122.308
3423742848,173772286,"2019-09-01 00:02:15","49.197.xxx.xxx",22985,7178,22,"Gold Coast","Australia","AU",-28.0160,153.0167,"Optus","Australia","AU","Queensland","QLD","McDowall",-27.376,152.981,44.2654,12,12,"Optus","1","OPTUS","AU","505","2","iPhone 6","12.4.1",1,"McDowall QLD 4053, Australia","McDowall","locality","Australia","AU","Queensland","Brisbane City","","4053","","-27.37683","152.98110",1,70.4621
3423742853,162410566,"2019-09-01 00:02:16","178.197.xxx.xxx",64207,43400,27,"Dübendorf","Switzerland","CH",47.3690,8.5380,"Glattwerk AG","Switzerland","CH","Zurich","ZH","Schwerzenbach",47.383,8.649,5.3091,12,12,"Swisscom","1","Swisscom","CH","228","1","iPhone 7 Plus","12.4.1",1,"Schwerzenbach, Switzerland","Schwerzenbach","locality","Switzerland","CH","Zurich","Uster District","","8603","","47.38326","8.64937",1,8.9913
3423742871,115245434,"2019-09-01 00:02:16","93.168.xxx.xxx",81026,19159,31,"Riyadh","Saudi Arabia","SA",24.6500,46.7100,"Saudi Telecom Company (STC)","Saudi Arabia","SA","Riyadh Province","01","Riyadh",24.746,46.651,7.58185,12,12,"SaudiNet","1","STC","SA","420","1","iPhone 7 Plus","12.0",1,"Riyadh Saudi Arabia","Riyadh","locality","Saudi Arabia","SA","Riyadh Province","","","12381","","","",0,0.66738
3423742886,136383224,"2019-09-01 00:02:18","223.24.xxx.xxx",954,4336,45,"Surat thani","Thailand","TH",9.1342,99.3334,"3BB","Thailand","TH","Nakhon Si Thammarat","80","Ban Bang Khem",8.255,100.202,84.9842,12,12,"True Internet","1","TRUE-H","TH","520","0","iPad6,12","12.4.1",1,"Pak Phraek, Pak Phanang District, Nakhon Si Thammarat, Thailand","Pak Phraek","locality","Thailand","TH","Nakhon Si Thammarat","Pak Phanang District","","80140","","8.25544","100.20201",1,138.235
3423742901,154731064,"2019-09-01 00:02:19","157.50.xxx.xxx",3856,7677,33,"Vellore","India","IN",12.9165,79.1325,"Alacriy Net System Service Pvt.Ltd.","India","IN","Tamil Nadu","TN","Sholinghur",13.118,79.420,23.8876,12,12,"Jio","1","Jio","IN","405","861","iPhone X","13.1",1,"Sholinghur, Tamil Nadu 631102, India","Sholinghur","locality","India","IN","Tamil Nadu","Vellore","","631102","","13.11837","79.42009",1,37.9944
3423742904,83483669,"2019-09-01 00:02:19","101.9.xxx.xxx",171098,6762,17,"Taipei","Taiwan","TW",25.0333,121.5333,"BGP Network","Taiwan","TW","Taipei City","TPE","Taipei",25.080,121.564,3.80505,12,12,"Taiwan Mobile","1","台湾大哥大","TW","466","97","iPhone 6S Plus","12.2",1,"Taipei, Taipei City, Taiwan","Taipei","locality","Taiwan","TW","Taipei City","","","114","","25.08057","121.56436",1,1.06286
3423742906,132315521,"2019-09-01 00:02:19","37.111.xxx.xxx",6125,0,35,"Yangon","Republic of the Union of Myanmar","MM",16.8000,96.1500,"Telenor Myanmar","Republic of the Union of Myanmar","MM","Yangon Region","06","Yangon",16.782,96.177,2.15694,6,6,"Telenor Myanmar","1","Telenor Myanmar","MM","414","6","iPhone X","12.4.1",2,"Yangon, Myanmar (Burma)","Yangon","locality","Myanmar (Burma)","MM","Yangon Region","","","","","16.78270","96.17710",2,2.57072
3423742912,145553798,"2019-09-01 00:02:20","14.0.xxx.xxx",3682,4302,31,"Kwai Chung","Hong Kong","HK",22.3668,114.1302,"CSL","Hong Kong","HK","Central And Western District","HCW","Hong Kong",22.357,114.126,0.686776,12,12,"CSL Mobile","1","1O1O / csl","HK","454","0","iPhone X","12.1.4",1,"Hong Kong, Hong Kong","Hong Kong","locality","Hong Kong","HK","","","","","","22.35757","114.12662",1,9.50547
3423742916,111036859,"2019-09-01 00:02:20","1.126.xxx.xxx",9853,2759,26,"Perth","Australia","AU",-31.9554,115.8585,"Optus","Australia","AU","Western Australia","WA","Perth",-31.967,115.862,0.856465,5,5,"Telstra Internet","1","Telstra","AU","505","1","iPad3","9.3.6",2,"Perth Outskirts WA, Australia","Perth Outskirts","locality","Australia","AU","Western Australia","","","","","","",0,0.448853
3423742924,130632574,"2019-09-01 00:02:21","46.211.xxx.xxx",13645,19834,33,"Uman","Ukraine","UA",48.7500,30.2167,"M-TEL","Ukraine","UA","Vinnyts'ka oblast","05","Bershad",48.366,29.518,41.5046,12,12,"Kyivstar PJSC","1","KYIVSTAR","UA","255","3","iPhone 6S Plus","13.1.1",1,"Bershad', Vinnyts'ka oblast, Ukraine","Bershad'","locality","Ukraine","UA","Vinnyts'ka oblast","Bershads'kyi district","","24400","","48.36697","29.51884",1,66.7489
3423742949,174791754,"2019-09-01 00:02:22","157.44.xxx.xxx",4313,2414,62,"Hyderabad","India","IN",17.3700,78.4800,"Inet fiber Pvt Ltd","India","IN","Telangana","TG","Hyderabad",17.390,78.510,2.48282,12,12,"Jio","1","Jio","IN","405","854","iPhone 6","12.2",1,"Hyderabad, Telangana, India","Hyderabad","locality","India","IN","Telangana","","","500013","","17.39086","78.51061",1,0.836842
3423742960,132748030,"2019-09-01 00:02:22","196.168.xxx.xxx",53792,13182,16,"Lome","Togo","TG",6.1167,1.2167,"TOGO TELECOM","Togo","TG","Unknown","??","Agoue",6.241,1.213,8.65222,12,12,"Togo Telecom","1","Carrier","TG","615","1","iPhone 7","12.4.1",1,"Agouenyive, Togo","Agouenyive","locality","Togo","TG","Maritime","Golfe","","","","6.24420","1.21252",1,9.2625
3423742962,160116202,"2019-09-01 00:02:22","42.109.xxx.xxx",3259,2760,64,"Cochin","India","IN",9.9312,76.2673,"Vodafone India","India","IN","Kerala","KL","Aroor",9.869,76.305,4.98712,12,12,"Vodafone India","1","Vodafone India","IN","404","86","iPhone X","13.1",2,"Kochi, Kerala, India","Kochi","locality","India","IN","Kerala","Ernakulam","","688534","","9.86940","76.30500",2,8.01706
3423742963,171410515,"2019-09-01 00:02:22","47.30.xxx.xxx",251,1135,1006,"Sahibabad","India","IN",28.6620,77.3367,"Prime Fibernet","India","IN","Delhi","DL","Yamuna Vihar",28.711,77.298,4.15355,12,12,"Jio","1","Jio","IN","405","872","iPhone 6","12.4.1",1,"Delhi, India","Delhi","administrative_area_level_1","India","IN","Delhi","","","110094","","28.71256","77.29959",1,7.38363
