test_id,test_date,client_ip_id,client_ip_address,download_kbps,upload_kbps,latency,server_name,server_country,server_country_code,server_latitude,server_longitude,server_sponsor_name,user_agent,isp_name,is_isp,connection_type,client_country,client_country_code,client_region_name,client_region_code,client_city,client_latitude,client_longitude,miles_between,gmaps_formatted_address,gmaps_name,gmaps_type,gmaps_country,gmaps_country_code,gmaps_region,gmaps_subregion,gmaps_subsubregion,gmaps_postal_code,km_between
8551476976,"2019-09-01 00:00:00","1749894749","1.204.xxx.xxx",13562,404,6,"Guiyang","China","CN",26.6500,106.6333,"China Mobile,GuiZhou","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_14_5) AppleWebKit/537.36 (KHTML, like Gecko) enfi-cloud-desktop/2.0.2 Chrome/66.0.3359.181 Electron/3.1.8 Safari/537.36","China Telecom GUIZHOU","1","2","China","CN","Guizhou","GZ","Guiyang",26.583,106.716,6.91977,"Guiyang, Guizhou, China","Guiyang","locality","China","CN","Guizhou","","","",11.1239
8551476977,"2019-09-01 00:00:00","1021230225","110.181.xxx.xxx",50311,23552,23,"Tianjin","China","CN",39.1333,117.1833,"China Unicom","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_14_6) AppleWebKit/537.36 (KHTML, like Gecko) enfi-cloud-desktop/2.0.5 Chrome/66.0.3359.181 Electron/3.1.8 Safari/537.36","China Telecom SHANXI","1","2","China","CN","Shanxi","SX","Pingwang",40.031,113.168,222.844,"Datong, Shanxi, China","Datong","locality","China","CN","Shanxi","","","",358.234
8551476978,"2019-09-01 00:00:00","1948178476","103.119.xxx.xxx",91665,94307,8,"Jakarta","Indonesia","ID",-6.1745,106.8227,"My Republic Indonesia","Mozilla/5.0 (Windows NT 6.1; Win64; x64; rv:68.0) Gecko/20100101 Firefox/68.0","MyRepublic ID","1","2","Indonesia","ID","Special Capital Region of Jakarta","JK","Jakarta",-6.174,106.829,0.460709,"Central Jakarta, Central Jakarta City, Special Capital Region of Jakarta, Indonesia","Central Jakarta","locality","Indonesia","ID","Special Capital Region of Jakarta","Central Jakarta City","","10110",0.740614
8551476979,"2019-09-01 00:00:00","117878708","195.218.xxx.xxx",83314,91535,1,"Krasnoyarsk","Russia","RU",56.0026,92.8853,"Beeline","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/76.0.3809.132 Safari/537.36","GOLDEN Telecom, Russia, Moscow","1","4","Russia","RU","Krasnoyarsk Krai","KYA","Solontsy",56.066,92.845,4.6422,"Krasnoyarsk, Krasnoyarsk Krai, Russia","Krasnoyarsk","locality","Russia","RU","Krasnoyarsk Krai","gorod Krasnoyarsk","","660022",7.46258
8551476980,"2019-09-01 00:00:00","823328723","82.77.xxx.xxx",92895,93345,2,"Iasi","Romania","RO",47.1569,27.5903,"RCS & RDS","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/76.0.3809.132 Safari/537.36","RCS & RDS S.A.","1","2","Romania","RO","Iași County","IS","Hlincea",47.116,27.583,2.80004,"Iași, Romania","Iași","locality","Romania","RO","Iași County","","","",4.50121
8551476981,"2019-09-01 00:00:00","1909663320","39.130.xxx.xxx",73577,31968,32,"Guiyang","China","CN",26.6500,106.6333,"China Mobile,GuiZhou","Mozilla/5.0 (Windows NT 6.1; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) enfi-cloud-desktop/2.0.5 Chrome/66.0.3359.181 Electron/3.1.8 Safari/537.36","China Mobile Guangdong","1","4","China","CN","Yunnan","YN","Guandu",25.006,102.762,266.439,"Kunming, Yunnan, China","Kunming","locality","China","CN","Yunnan","","","",428.315
8551476982,"2019-09-01 00:00:00","1268091231","202.4.xxx.xxx",4254,9334,8,"Dhaka","BD","BD",23.7000,90.3667,"Delta Infocom Ltd.","Mozilla/5.0 (Windows NT 6.1; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/76.0.3809.132 Safari/537.36","DhakaCom Limited","1","2","Bangladesh","BD","Dhaka Division","C","Dhaka",23.723,90.408,3.09393,"Dhaka 1000-1200, Bangladesh","Dhaka","locality","Bangladesh","BD","Dhaka Division","Dhaka","","",4.97366
8551476983,"2019-09-01 00:00:00","150403284","183.83.xxx.xxx",94652,94827,1,"Hyderabad","India","IN",17.3700,78.4800,"ACT Fibernet","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/76.0.3809.132 Safari/537.36","ACT Fibernet","1","2","India","IN","Telangana","TG","Tolichowki",17.397,78.408,5.11457,"Hyderabad, Telangana, India","Hyderabad","locality","India","IN","Telangana","","","500031",8.22193
8551476984,"2019-09-01 00:00:00","2226316652","110.184.xxx.xxx",69930,15714,4,"Chengdu","China","CN",30.6586,104.0647,"China Unicom","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) enfi-cloud-desktop/2.0.5 Chrome/66.0.3359.181 Electron/3.1.8 Safari/537.36","China Telecom Sichuan","1","2","China","CN","Sichuan","SC","Chengdu",30.666,104.066,0.571602,"Chengdu, Sichuan, China","Chengdu","locality","China","CN","Sichuan","","","",0.91888
8551476985,"2019-09-01 00:00:00","1570433609","185.41.xxx.xxx",50697,53234,10,"Konstantinovka","Ukraine","UA",48.5239,37.7076,"SANNET.DN.UA","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/76.0.3809.132 Safari/537.36","Eurotele-plus LLC","1","2","Ukraine","UA","Donetsk Oblast","14","Konstantinovka",47.866,37.400,47.6197,"Kostyantynivka, Donetsk Oblast, Ukraine, 85653","Kostyantynivka","locality","Ukraine","UA","Donetsk Oblast","Mar'ins'kyi district","","85653",76.5512
8551476986,"2019-09-01 00:00:00","893899713","189.226.xxx.xxx",10129,395,98,"Mexico City","Mexico","MX",19.4300,-99.1300,"Triara","Mozilla/5.0 (Windows NT 6.1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/76.0.3809.100 Safari/537.36","Telmex","1","2","Mexico","MX","State of Mexico","MEX","Santa Maria Tulpetlac",19.570,-99.052,10.9721,"Ecatepec, State of Mexico, Mexico","Ecatepec","locality","Mexico","MX","State of Mexico","Ecatepec","","55415",17.6382
8551476987,"2019-09-01 00:00:00","1205183737","123.26.xxx.xxx",15345,21231,17,"Da Nang","Vietnam","VN",16.0667,108.2333,"Viettel Network","Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) coc_coc_browser/80.0.180 Chrome/74.0.3729.180 Safari/537.36","Vietnam Posts And Telecommunications Group","1","2","Vietnam","VN","Unknown","??",\N,14.000,108.000,143.801,"Vietnam","Vietnam","country","Vietnam","VN","","","","",231.168
8551476988,"2019-09-01 00:00:00","2241186760","103.104.xxx.xxx",2465,4353,18,"Kathmandu","Nepal","NP",27.7172,85.3240,"Subisu CableNet Pvt. Ltd.","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/76.0.3809.132 Safari/537.36","Firstlink Communications Pvt.","1","2","Nepal","NP","Eastern Region","4","Chandbela",26.619,87.224,139.452,"Ramdhuni Bhasi, Nepal","Ramdhuni Bhasi","locality","Nepal","NP","Eastern Region","Koshi","","56709",224.176
8551476989,"2019-09-01 00:00:00","1401676490","182.239.xxx.xxx",2254,8335,64,"Hong Kong","Hong Kong","HK",22.2500,114.1667,"Telin","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_14_5) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/12.1.1 Safari/605.1.15","China Mobile","1","4","Hong Kong","HK","Central And Western District","HCW","Central",22.283,114.158,2.34228,"Hong Kong, Hong Kong","Hong Kong","locality","Hong Kong","HK","","","","",3.76534
8551476990,"2019-09-01 00:00:00","374549826","183.87.xxx.xxx",7949,3413,194,"Mumbai","India","IN",18.9647,72.8258,"OneBroadband","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/76.0.3809.132 Safari/537.36","Syscon Infoway Pvt.","1","2","India","IN","Maharashtra","MH","Marve",19.183,72.800,15.2143,"India","India","country","India","IN","","","","",24.4578
8551476991,"2019-09-01 00:00:00","610788088","176.226.xxx.xxx",94671,92410,2,"Chelyabinsk","Russian Federation","RU",55.1667,61.4000,"Beeline","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/76.0.3809.132 Safari/537.36","InterSvyaz","1","2","Russia","RU","Chelyabinsk Oblast","CHE","Severo-Zapad",55.195,61.299,4.46513,"Chelyabinsk, Chelyabinsk Oblast, Russia","Chelyabinsk","locality","Russia","RU","Chelyabinsk Oblast","gorod Chelyabinsk","","454021",7.17792
8551476992,"2019-09-01 00:00:00","194761768","200.121.xxx.xxx",1855,278,48,"Lima","Peru","PE",-12.0433,-77.0283,"GTD Perú","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/76.0.3809.132 Safari/537.36","Telefonica del Peru","1","2","Peru","PE","Lima","LIM","Canada",-11.978,-77.015,4.59776,"San Juan de Lurigancho, Peru","San Juan de Lurigancho","locality","Peru","PE","Lima","Lima","","15423",7.39114
8551476993,"2019-09-01 00:00:00","131451389","178.164.xxx.xxx",92266,90963,3,"Budapest","Hungary","HU",47.5000,19.0500,"Telenor Hungary","Mozilla/5.0 (Windows NT 6.1; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/76.0.3809.132 Safari/537.36","DIGI Tavkozlesi es Szolgaltato Kft.","1","2","Hungary","HU","Budapest","BU","Angyalfold",47.547,19.079,3.57284,"Budapest, Hungary","Budapest","locality","Hungary","HU","Budapest","Budapest","","1138",5.74353
8551476994,"2019-09-01 00:00:00","187403321","178.140.xxx.xxx",2775,21751,4,"Moscow","Russian Federation","RU",55.7517,37.6178,"MGTS","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/76.0.3809.132 Safari/537.36","Rostelecom","1","2","Russia","RU","Moscow Oblast","MOS","Dmitrovskiy",55.666,37.516,7.07768,"Moscow, Russia","Moscow","locality","Russia","RU","Moscow","gorod Moskva","","117449",11.3777
8551476995,"2019-09-01 00:00:00","1719468618","110.150.xxx.xxx",84329,36962,5,"Chatswood","Australia","AU",-33.8008,151.1796,"Telstra","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/76.0.3809.132 Safari/537.36","Telstra Internet","1","2","Australia","AU","New South Wales","NSW","Gunderman",-33.450,151.066,25.1225,"Singletons Mill NSW, Australia","Singletons Mill","locality","Australia","AU","New South Wales","The Council of the Shire of Hornsby","","2775",40.3857
8551476996,"2019-09-01 00:00:00","8298594","62.149.xxx.xxx",89569,13697,4,"Riyadh","Saudi Arabia","SA",24.6500,46.7100,"Saudi Telecom Company (STC)","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/76.0.3809.132 Safari/537.36","SaudiNet","1","2","Saudi Arabia","SA","Riyadh Province","01","Riyadh",24.653,46.715,0.415153,"Riyadh Saudi Arabia","Riyadh","locality","Saudi Arabia","SA","Riyadh Province","","","12631",0.66738
8551476997,"2019-09-01 00:00:00","1397975207","175.158.xxx.xxx",617,822,102,"Tacloban","Philippines","PH",11.2543,124.9617,"Globe Telecom","Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:53.0) Gecko/20100101 Firefox/53.0.3 Waterfox/53.0.3","Smart Broadband","1","4","Philippines","PH","Western Visayas","06","Iloilo City",10.696,122.564,167.291,"Iloilo City, Iloilo, Philippines","Iloilo City","locality","Philippines","PH","Western Visayas","Iloilo","","",268.93
8551476998,"2019-09-01 00:00:00","361057185","1.186.xxx.xxx",21580,20734,10,"Mumbai","India","IN",18.9647,72.8258,"I-ON","Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/76.0.3809.132 Safari/537.36","D-VoiS Broadband Private Limited","1","2","India","IN","Maharashtra","MH","Ghansoli",19.116,72.983,14.7172,"Navi Mumbai, Maharashtra, India","Navi Mumbai","locality","India","IN","Maharashtra","Thane","","400703",23.6586
8551476999,"2019-09-01 00:00:00","2241186771","90.120.xxx.xxx",10270,728,31,"Bordeaux","France","FR",44.8378,-0.5792,"LaFibre.info","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/76.0.3809.132 Safari/537.36","Orange","1","2","France","FR","Nouvelle-Aquitaine","NAQ","Le Buisson-de-Cadouin",44.845,0.909,73.0301,"Coux-et-Bigaroque, France","Coux-et-Bigaroque","locality","France","FR","Aquitaine","Dordogne","","24220",117.4
8551477000,"2019-09-01 00:00:01","1857937078","103.115.xxx.xxx",29710,30566,8,"New Delhi","India","IN",28.6100,77.2300,"Weebo Networks Pvt Ltd","Mozilla/5.0 (Windows NT 6.1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/77.0.3865.56 Safari/537.36","Weebo networks Pvt","1","2","India","IN","Delhi","DL","Munirka",28.555,77.174,5.07577,"New Delhi, Delhi 110001, India","New Delhi","locality","India","IN","Delhi","","","110067",8.15956
8551477001,"2019-09-01 00:00:01","1767343118","1.143.xxx.xxx",5684,884,17,"Brisbane","Australia","AU",-27.4728,153.0278,"Superloop","Mozilla/5.0 (Windows NT 6.1; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/73.0.3683.86 Safari/537.36","Telstra Internet","1","2","Australia","AU","Queensland","QLD","Brisbane",-27.467,153.028,0.33945,"South Brisbane QLD 4101, Australia","South Brisbane","locality","Australia","AU","Queensland","Brisbane City","","4101",0.545684
8551477002,"2019-09-01 00:00:01","2223527418","80.49.xxx.xxx",925720,117148,7,"Lublin","Poland","PL",51.2333,22.5667,"Orange Polska S.A.","Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/54.0.2840.90 Safari/537.36","Orange Swiatlowod","1","2","Poland","PL","Silesian Voivodeship","SL","Chorzów",50.305,18.974,169.726,"41, Poland","Siemianowice Slaskie","locality","Poland","PL","Silesian Voivodeship","Siemianowice Śląskie","Siemianowice Śląskie","41",272.843
8551477005,"2019-09-01 00:00:01","2154509680","103.137.xxx.xxx",72508,29190,29,"Melbourne","Australia","AU",-37.8136,144.9631,"Aus Net Servers Australia Pty Ltd","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_12_6) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/12.1.2 Safari/605.1.15","Streamline Servers Pty","1","2","Australia","AU","Victoria","VIC","Broadford",-37.200,145.066,42.821,"Broadford VIC 3658, Australia","Broadford","locality","Australia","AU","Victoria","Mitchell Shire","","3658",68.8371
8551477006,"2019-09-01 00:00:01","79271699","93.185.xxx.xxx",13314,10303,15,"Saint Petersburg","Russia","RU",59.9333,30.3333,"CityTelecom","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/75.0.3770.100 Safari/537.36","Rostelecom","1","2","Russia","RU","St Petersburg","SPE","Avtovo",59.871,30.265,4.86178,"St Petersburg, Russia","Saint Petersburg","locality","Russia","RU","Saint Petersburg","gorod Sankt-Peterburg","","196070",7.81557
8551477007,"2019-09-01 00:00:01","687973507","103.44.xxx.xxx",7961,7704,0,"Mumbai","India","IN",18.9647,72.8258,"Genstar Network Solutions","Mozilla/5.0 (Windows NT 6.1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/76.0.3809.132 Safari/537.36","Genstar Network Solutions Pvt","1","2","India","IN","Maharashtra","MH","Kurla",19.071,72.883,8.26823,"Mumbai, Maharashtra, India","Mumbai","locality","India","IN","Maharashtra","Mumbai","","400024",13.2916
8551477008,"2019-09-01 00:00:01","455684913","81.4.xxx.xxx",6411,5867,14,"Vladimir","Russian Federation","RU",56.1333,40.4167,"Mobile TeleSystems Public Joint Stock Company","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/76.0.3809.132 Safari/537.36","Closed Joint Stock Company TransTeleCom","1","2","Russia","RU","Vladimir Oblast","VLA","Bogolyubovo",56.195,40.529,6.12464,"Novaya Bykovka, Vladimirskaya oblast', Russia, 600903","Novaya Bykovka","locality","Russia","RU","Vladimir Oblast","Kameshkovsky District","","600903",9.84568
8551477009,"2019-09-01 00:00:01","1876157266","201.175.xxx.xxx",6859,2961,104,"Mexico City","Mexico","MX",19.4300,-99.1300,"izzi","Mozilla/5.0 (Windows NT 6.1; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/76.0.3809.132 Safari/537.36","AT&T Mexico","1","4","Mexico","MX","Federal District","CMX","Mexico City",19.468,-99.069,4.78207,"Mexico City, Federal District, Mexico","Mexico City","locality","Mexico","MX","Federal District","","","06000",7.68743
8551477011,"2019-09-01 00:00:01","193418202","1.23.xxx.xxx",12414,3251,11,"Pune","India","IN",18.5203,73.8567,"ICC Netspeed","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/76.0.3809.132 Safari/537.36","Tikona Infinet","1","2","India","IN","Maharashtra","MH","Pune",18.533,73.866,1.11309,"Pune, Maharashtra 411001, India","Pune","locality","India","IN","Maharashtra","Pune","","411006",1.78936
8551477012,"2019-09-01 00:00:01","1133584326","107.77.xxx.xxx",9998,10936,27,"Dallas, TX","United States","US",32.7766,-96.7969,"Massive Networks","Mozilla/5.0 (Windows NT 6.1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/76.0.3809.132 Safari/537.36","AT&T Wireless","1","4","United States","US","Texas","TX","Dallas",32.783,-96.806,0.726102,"Dallas, TX, USA","Dallas","locality","United States","US","Texas","Dallas County","","75220",1.16725
8551477014,"2019-09-01 00:00:01","2101138597","59.172.xxx.xxx",59915,61380,4,"Wuhan","China","CN",30.5833,114.2833,"China Telecom Wuhan Branch","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_14_6) AppleWebKit/537.36 (KHTML, like Gecko) enfi-cloud-desktop/2.0.5 Chrome/66.0.3359.181 Electron/3.1.8 Safari/537.36","China Telecom","1","2","China","CN","Hubei","HB","Wuhan",30.583,114.266,0.988591,"Wuhan, Hubei, China","Wuhan","locality","China","CN","Hubei","","","",1.58921
8551477015,"2019-09-01 00:00:02","63721045","87.117.xxx.xxx",50567,17954,3,"Rostov-on-Don","Russian Federation","RU",47.2333,39.7000,"Tele2 Russia","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/76.0.3809.132 Safari/537.36","Rostelecom","1","2","Russia","RU","Rostov Oblast","ROS","Olginskaya",47.184,39.949,12.1918,"Aksaysky District, Rostov Oblast, Russia","Aksaysky District","administrative_area_level_2","Russia","RU","Rostov Oblast","Aksaysky District","","346701",19.5989
8551477016,"2019-09-01 00:00:02","1833966994","193.37.xxx.xxx",13462,11347,44,"Miami, FL","United States","US",25.7878,-80.2242,"Enzu Inc.","Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:68.0) Gecko/20100101 Firefox/68.0","Ppman Services Srl","0","2","United States","US","Florida","FL","Miami",25.756,-80.407,11.6262,"Miami-Dade County, FL, USA","Miami-Dade County","administrative_area_level_2","United States","US","Florida","Miami-Dade County","","33018",18.6898
8551477017,"2019-09-01 00:00:02","2188874811","47.74.xxx.xxx",85747,33667,94,"Tokyo","Japan","JP",35.6833,139.6833,"OPEN Project (via 20G SINET)","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/76.0.3809.132 Safari/537.36","Alibaba","0","2","Japan","JP","Tokyo","13","Tokyo",35.685,139.751,3.82789,"Chiyoda, Tokyo, Japan","Chiyoda","locality","Japan","JP","Tokyo","","","100-0001",6.15353
8551477018,"2019-09-01 00:00:02","438339079","49.151.xxx.xxx",20269,25628,30,"Bacolod","Philippines","PH",10.6667,122.9500,"Globe Telecom","Mozilla/5.0 (Windows NT 6.1; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/76.0.3809.132 Safari/537.36","Philippine Long Distance Telephone","1","2","Philippines","PH","Central Visayas","07","Adlaon",10.443,123.871,64.5559,"Cebu City, 6000 Cebu, Philippines","Cebu City","locality","Philippines","PH","Central Visayas","Cebu","","",103.777
8551477019,"2019-09-01 00:00:02","873213037","49.151.xxx.xxx",26213,46328,40,"Davao City","Philippines","PH",7.0644,125.6078,"Globe Telecom","Mozilla/5.0 (Windows NT 6.1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/73.0.3683.103 Safari/537.36","Philippine Long Distance Telephone","1","2","Philippines","PH","Davao Region","11","Davao City",7.073,125.612,0.69268,"Davao City, Davao del Sur, Philippines","Davao City","locality","Philippines","PH","Davao Region","Davao del Sur","","",1.11352
8551477020,"2019-09-01 00:00:02","372392033","95.151.xxx.xxx",22822,6384,9,"London","Great Britain","GB",51.5171,-0.1062,"fdcservers.net","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_14_6) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/65.0.3325.146 Safari/537.36","EE High Speed Internet","1","2","United Kingdom","GB","Kent","KEN","Addington",51.283,0.400,27.1793,"West Malling, Kent ME19, UK","West Malling","administrative_area_level_4","United Kingdom","GB","England","Kent","Tonbridge and Malling District, West Malling","ME19",43.6922
8551477021,"2019-09-01 00:00:02","373486574","111.17.xxx.xxx",30864,30662,1,"Jinan","China","CN",36.6667,116.9833,"Shandong Unicom 5G","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) enfi-cloud-desktop/1.3.1 Chrome/66.0.3359.181 Electron/3.1.8 Safari/537.36","China Mobile Shandong","1","4","China","CN","Shandong","SD","Changqing",36.557,116.727,16.1008,"Jinan, Shandong, China","Jinan","locality","China","CN","Shandong","","","",25.8828
8551477022,"2019-09-01 00:00:02","1715720507","176.62.xxx.xxx",49280,49100,2,"Omsk","Russia","RU",54.9833,73.3667,"RusHost","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/64.0.3282.140 Safari/537.36 Edge/17.17134","Omskie kabelnye seti Ltd.","1","2","Russia","RU","Omsk Oblast","OMS","Kristall",54.984,73.306,2.40386,"Omsk, Omsk Oblast, Russia","Omsk","locality","Russia","RU","Omsk Oblast","gorod Omsk","","644011",3.86432
8551477023,"2019-09-01 00:00:02","2241186794","176.112.xxx.xxx",20447,15497,5,"Monino","Russia","RU",55.8424,38.1936,"Infolink","Mozilla/5.0 (Windows NT 10.0; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/75.0.3770.143 YaBrowser/19.7.1.114 Yowser/2.5 Safari/537.36","LLC Electron-Telecom","1","2","Russia","RU","Moscow Oblast","MOS","Zheleznodorozhnyy",55.750,38.004,9.73745,"Zheleznodorozhny, Moscow Oblast, Russia","Zheleznodorozhny","locality","Russia","RU","Moscow Oblast","gorod Zheleznodorozhnyy","","143986",15.6535
8551477024,"2019-09-01 00:00:02","125698989","212.16.xxx.xxx",40353,4998,17,"Kecskemet","Hungary","HU",46.9061,19.6897,"Opticon Kft.","Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:68.0) Gecko/20100101 Firefox/68.0","Tarr Kft.","1","2","Hungary","HU","Tolna County","TO","Tolna",46.433,18.783,54.0405,"Tolna, Hungary","Tolna","locality","Hungary","HU","Tolna County","Szekszárdi","","7130",86.8729
8551477026,"2019-09-01 00:00:02","285717249","24.127.xxx.xxx",936462,37872,8,"Detroit, MI","United States","US",42.3314,-83.0458,"Comcast","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/76.0.3809.132 Safari/537.36","Comcast Cable","1","2","United States","US","Michigan","MI","Hamtramck",42.405,-83.053,5.14596,"Detroit, MI, USA","Detroit","locality","United States","US","Michigan","Wayne County","","48206",8.2724
8551477028,"2019-09-01 00:00:02","175790072","180.191.xxx.xxx",14854,709,52,"San Juan","Philippines","PH",14.5994,121.0369,"ClearPath Networks","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/76.0.3809.100 Safari/537.36","Globe Mobile","1","2","Philippines","PH","Metro Manila","00","Santolan",14.615,121.088,3.61628,"Pasig, Metro Manila, Philippines","Pasig","locality","Philippines","PH","Metro Manila","","","",5.81336
8551477029,"2019-09-01 00:00:02","2241185597","14.245.xxx.xxx",17433,6602,4,"Da Nang","Vietnam","VN",16.0667,108.2333,"VNPT-NET","Mozilla/5.0 (Windows NT 6.1; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/76.0.3809.132 Safari/537.36","Vietnam Posts And Telecommunications Group","1","2","Vietnam","VN","Da Nang","DN","Da Nang",16.067,108.220,0.834133,"Da Nang, Hải Châu District, Da Nang, Vietnam","Da Nang","locality","Vietnam","VN","Da Nang","Hải Châu District","","550000",1.34091
8551477030,"2019-09-01 00:00:02","1911816599","185.236.xxx.xxx",4682,2606,5,"Chelyabinsk","Russian Federation","RU",55.1667,61.4000,"DOM.RU","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/64.0.3282.140 Safari/537.36 Edge/17.17134","TelCom LLC","1","2","Russia","RU","Chelyabinsk Oblast","CHE","Zaural'skiy",54.785,61.242,27.1025,"Zauralskiy, Chelyabinskaya oblast', Russia, 456591","Zauralskiy","locality","Russia","RU","Chelyabinsk Oblast","Yemanzhelinsky District","","456591",43.5687
8551477031,"2019-09-01 00:00:02","1256709614","197.38.xxx.xxx",392,63,166,"Gaza","Palestine","PS",31.5167,34.4500,"Mada","Mozilla/5.0 (Windows NT 6.1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/76.0.3809.132 Safari/537.36","TE Data","1","2","Egypt","EG","Menia Governorate","MN","Maghaghah",28.648,30.842,293.201,"Red Sea Governorate, Egypt","Red Sea Governorate","administrative_area_level_1","Egypt","EG","Red Sea Governorate","","","",471.336
8551477032,"2019-09-01 00:00:02","69070969","89.164.xxx.xxx",2234,5021,29,"Lukavac","Bosnia and Herzegovina","BA",44.5500,18.5167,"AVAX Net doo","Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/76.0.3809.100 Safari/537.36 OPR/63.0.3368.53","ISKON INTERNET d.d. za informatiku i telekomunikac","1","2","Croatia","HR","Osijek-Baranja County","14","Siroko Polje",45.405,18.472,59.201,"Široko Polje, Croatia","Široko Polje","locality","Croatia","HR","Osijek-Baranja County","Općina Đakovo","","31403",95.1686
8551477033,"2019-09-01 00:00:02","2240985470","115.205.xxx.xxx",94050,22514,3,"Hangzhou","China","CN",30.2500,120.1667,"China Telecom ZheJiang Branch","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) enfi-cloud-desktop/2.0.3 Chrome/66.0.3359.181 Electron/3.1.8 Safari/537.36","China Telecom Zhejiang","1","2","China","CN","Zhejiang","ZJ","Xianlin",30.225,119.981,11.1993,"Hangzhou, Zhejiang, China","Hangzhou","locality","China","CN","Zhejiang","","","",18.0035
